,Unnamed: 0,Shopee ID Reviews
598,598," I was shocked to read the reviews, but not what they said. …"
599,599, Made a fictitious package status ... on the grounds that the buyer rescheduled ... even though the courier didn't show up …
600,600," Clear tracking status delivered by courier, canceled the next day, delivered again, jkt-bd, almost a week, I haven't got it "
601,601," My package has not arrived, but it has been claimed that the person concerned has received it, how is it worth it? …"
602,602," Just dissolve the expedition !!! If you guys order goods using this expedition, if you can COD, don't use shopee pay, so you don't lose, I just came to the office to pick up my stuff, instead …"
603,603," I used the old shopee express, he said he was being sent by a courier, but suddenly the delivery failed because the buyer changed the schedule, can I change the schedule? …"
604,604, Lamaaaa  
605,605, Stuck in Bandung hub even though I have been waiting for hours and the distance is not up to 4km from my house …
606,606," Yesterday he said the package was being sent by the courier and then it was canceled I understand maybe because of the rain. Then this morning I checked it had not been delivered again, it was delivered at 10 am. But …"
607,607," Trial delivery on day 3 ... the first and second day at the courier but he said it failed, I don't know the reason, the courier also doesn't have a phone ... this doesn't know whether it arrived or not ... nyesellll …"
608,608, The package was sent from Bandung DC since 4 days ago. But the package status still doesn't move. Still in the process of sending to Malang. I don't know where it arrived now. Please repair shopee express service …
609,609," It's really bad that the package delivery hasn't been completed, it's already 2x attempts to send the package, 🙈🙈 …"
610,610, The recipient requests a reschedule. Even though I didn't ask at all ... I didn't contact him either …
611,611," The status was sent kuri, canceled, sent by courier, canceled. Pokonya NOT REALLY RECOMMENDED Do you know how to use the Shopee Express …"
612,612," Stts when it was received but the package didn't exist ... just take it, but it's a sin for you to take someone's …"
613,613, The package did not arrive  
614,614, The instant message is written 3 hours until it & amp; # 39; s already 2 days it doesn't arrive even though I have paid dearly. Give up using the Shopee Express service …
615,615," You don't need to use this shopee express anymore, I regret using this shipping service. very different from the other expeditions I've used. It has been a long time adding that the shipment is not clear, cannot be …"
616,616, Very long delivery  
617,617," MANDATORY SELLER, in the application there is only delivery to the counter, uh tricked, the closest one is 30 minutes from my shop 👍 ,, trying to call the counter asking for …"
618,618," the service was really bad, the items arrived long  "
619,619, OLD .. express what's slow like this.  
620,620," the delivery took a long time, even though from Friday the contact was already done, but until Monday it hasn't arrived "".. …"
621,621," My package is not there at all but the scroll has marked the package as received on my husband's name even though the package is not here yet my husband is off work now on Sunday, please help for accountability …"
622,622, My package has been received but I don't know who received it ... he said on behalf of the family member's blessing ... ngaraaang ... send the package at 10 mlm ... can you call first ... something wrong whit this …
623,623," The plyann is very bad, even though the goods are not the same; "
624,624, telalulama  
625,625," The item didn't arrive, the report was finished  "
626,626," please, if the courier is ready to pay back money for cod. period of defeat sm jnt. it is still better if the courier wants to exchange money to the nearest shop. this is gamu. courier areas rancaekek are not …"
627,627," As people say ""OLD :"
628,628," 081542295265 check the cellphone number of KURIR BEGO chronology I have sent the address along with the share loc But the courier is lazy he told me to take the package pdhl, usually just send it directly to …"
629,629, Long time rich delivery from Germany wrote  
630,630," Where's my package ????? It has been canceled twice by the courier on the grounds of rescheduling by the buyer, what do you mean by rescheduling ???? The courier has no confirmation, just reschedule, if the work is …"
631,631, Too experience so slow jakarta-bandung for 3 days it hasn't arrived too badly !!! …
632,632," It took a long time to arrive and the money was paid off, what about the name shopee expreess but it took a long time, when the goods were delivered to their destination, the name shopee express service should be fast …"
633,633," It's been a long time for 5 days of delivery from Tangerang to Bandung, my other messages are using the fast one, but it has arrived even though I ordered on 14 in the morning today on the 15th, I received the goods …"
634,634, How long has it been contacted by Gabisa  
635,635," It was really bad at tracking, I was waiting for the delivery to the house, but it didn't arrive until the event was canceled The job is really bad, I don't know what the Courier is doing …"
636,636," Delivery time, better use JNT / JNE  "
637,637," whether this is an intentional expedition service or not, or maybe the salary is too small for the courier so that the courier is lazy to send it to the destination. What is clear is that my package was taken round …"
638,638," It took a long time, even though the area was bdg then sent to Cimahi from the 9th until now on the 14th before the courier appeared too .... hadeuuh where are the urgent items again …"
639,639, What kind of service delivery like this is the worst  
640,640,Bad
641,641, It's been a long time since I've had a package  
642,642, I was really disappointed that the courier took so long to send …
643,643," The package delivery has not arrived in 2 days ""with the courier ... the reason is not enough time..service is not good …"
644,644," Don't want to use the Xpres shoppe, it's really ugly I swear ... goods from the 10th are being sent by the courier, the night is failing ... then the 11th the package is being sent by the courier at night it fails …"
645,645," Very disappointed with Shopee Express Orders have been received boro ""just accept the box or not Don't be like that, we need the package, if all the courier plays, click ""just …"
646,646," how is the delivery Is it true that the courier sent at 23.30? does anyone send at that time? the courier said it was going to shift 3. where were there no calls, you had to stay up late looking for the package. don't …"
647,647," jkt-bdg 4 days haven't arrived, don't recommend👎🏻  "
648,648, BEKASI - BANDUNG. Bekasi today morning to Bandung. 4 days later still stay at HUB BANDUNG. Gatau want to send it when? Estimated 1-3 days even 5 days have not arrived. Complaints …
649,649," My order said the address was wrong even though it was correct and the courier didn't call at all, usually if you don't know, how do you like to call how really disappointed …"
650,650," Now shopee express has changed a lot, the old one is now fast. The courier was already working extraordinarily until late at night. …"
651,651, Parahhhh jkt - bdg 4 days Terua always come crazy late at the courier Express from where …
652,652, It took so long to arrive  
653,653, MAKE THE BLOOD HIGH  
654,654, TAK SE-EXPRESS NAMANYA !!!  
655,655, steady  
656,656, Wrong address  
657,657," NYESEL PAKE SHOPEE EXPDERSSS 🖕🖕 JAKARTA BANDUNG 1 WEEK, LU SENDING A FOOT STREET ??? …"
658,658," No, I can't find an address or what about other expeditions to know the house and if no one is entrusted to the neighbor …"
659,659," Bodo, anjimmm fake status, not ready to be an expedition, no need to pretend "" an …"
660,660, Keep on repairing  
661,661," Courier is unethical !!! lazy, if you are lazy you don't have to work! I just don't want to ask for the address 😔 oh my goodness ... that's an important item ... really disappointed …"
662,662," Even though 1 city but delivery is up to a week. The information on the package receipt has been sent by the courier from the set hour of 9 am, but at night the package receipt update failed to send because the …"
663,663, The original lama of this junk expedition  
664,664, My order for baby milk ID003324858238 arrived at the Bandung HUB earlier in the evening but until this afternoon it was not delivered. My baby's milk has run out neeeehh !!!!!!!!!! …
665,665," Alhamdulillah this has arrived for the 3 day package. It's awkward, Sumedang Regency ... But Panther, sending the fast is okay, easy 😊 …"
666,666, Is this the cellphone number or not? My status has been accepted even though I haven't received it yet. Helllooooo ... where did the package go …
667,667, It's cool ... even if I don't work there  
668,668, purple material  
669,669," I am amazed at this standard shoopee express ... ask for packages in the shoopee chat and the CS telfn ... the answer is compact ... the same, no solution, should help follow up to the warehouse..sy contact the shoppe …"
670,670, The delivery is really good even though the goods are already in Bandung …
671,671," Sorry, why, buying from a shop in Bandung, sending to Bandung took a very long time, not as expected, the delivery took a long time, thanks …"
672,672, I'm really sorry about using Shopee Express even though I ordered it. asked at first .. when traking it didn't move and continued in the transit hub. don't know which transit tired of waiting .. where is it hard to …
673,673," It is not recommended to use this shopee express. My package arrived late. Even though I want to use it the next day. I just want to take it to his office, there is no number that can be contacted. I can't help …"
674,674," One of the couriers is lazy !! I'm glad I already have a job, the work is great! Just look for the address! …"
675,675," How long it takes to use Shopee Express! It's been 5 days, it hasn't arrived on jkt - it's just that. The package from Yogyakarta has arrived from kmren. This is done, the status is being sent by courier, but now it …"
676,676, the delivery took really long  
677,677," The courier didn't know where it was, for two days the package had not arrived. 😥 if you can include the contact wa courier, so you can cod. …"
678,678, It's really bad that my package was stored and it wasn't sent to the address …
679,679," My package from the 3rd until now hasn't arrived, the delivery failed on the status already 2x, what do you do, please, the item you want to use can completely fail like that …"
680,680," Geez, there are lots of bad comments, those that are bad comments have to think about whether the address is clear or not, is there a house number or not, the number is active or not. If it is clear that even ordinary …"
681,681," Worse, the delivery took a really long time to run - like Surabaya - just bdg …"
682,682," It's really bad that the package doesn't ""stay for days"" and doesn't move until now, please, if you open the delivery service, set the right one, the package is taking too long or not "" …"
683,683," lots of disappointing reviews, the order that the package didn't arrive, different from J **** and J ****, they are more ready to send goods quickly .. Where's Shopee Express, my item hasn't arrived ........ …"
684,684," Ordinary drill oath packages from Jakarta using another service, now the order arrives tomorrow, using Shope Express, it's arrived now, it's not arrived, it's been 3 days for goods in Bandung hub. what are you doing …"
685,685," It was written that the package was received by the person concerned, so I was at home again, the goods had not arrived …"
686,686," Wow, the appendage is 'express' but doesn't express at all, asked the CS 'please wait' just like that, if there is a problem, the story is okay, don't just stop :"
687,687," Not the delivery service, what are the employees lazy to do, how about 3 times failed to send to the address but the following day it still doesn't process either 😡 …"
688,688," Please, the package, don't get stuck here for a long time, waiting for it 😪 …"
689,689, what should I do?  
690,690, Fast delivery  
691,691," The shipment has been blocked ... The regular order is only for 2 days to 1 week ... Its status is traced in the queue and the messenger continues to fail, and the messenger continues to fail ... …"
692,692, How to use this expedition service for so long !!  
693,693, taeeeeeeeeeeeeeeee long time ago  
694,694, Shopee express center in Bandung  
695,695, The old delivery has already checked the packet's status and has received the name of the recipient even though the name in question did not accept the package. …
696,696," The case, almost all the same ... the goods we ordered back and forth to the Hub. Applied, the courier will send the package but it is always canceled. …"
697,697," Jakartaaa bandunggg only, in 5 days it didn't arrive good time shopee ... Taken courier -> delivery failed -> the next day another courier was taken -> …"
698,698," My package has been sent in 4 days, where is the courier, how come it doesn't arrive at home, I regret using shopee express, if using another shipment, it arrived 5 days ago JKT-BDG …"
699,699, Packages are being sent by couriers from the afternoon until this evening there is also nothing. Where did the messenger go? No longer use shopee express …
700,700," It took a long time ... my fellow to the 3th day didn't get it, too !! …"
701,701," Please shopee express, I need to send goods faster. Shopee is rich, open a branch in Bandung very far so the delivery is not slow ... …"
702,702, Very bad delivery  
703,703," Long! regret using shopee express services, know that using J & T or JNE! …"
704,704, Goods arrive after a few days back and forth the warehouse and sender …
705,705," JKT-BDG almost 3 weeks of service is very bad cs and the seller. If the item is not sent, please return the money …"
706,706," Shoppe Express standard ID20670927697B, in shopee application status stated Buyer re schedul, halow? I waited for today and no package came …"
707,707," For people who want to use this service, open your eyes, this is still a bad review there are still some who use it. Given a star so that the company thinks …"
708,708, the item was ordered from yesterday but it was very long to be sent to her house now afternoon hasn't arrived yet. Diliat from review org2 this service is not recommended …
709,709," It's been a long time in Bandung, I haven't sent my order number 2 days ID20949294079X …"
710,710, Strategic location for an expedition warehouse.  
711,711," It feels like shopping on Planet Mars, it's always been mercy. Check receipts still in Courier, or Courier forgot to bring the equipment huh …"
712,712, The order status arrived but I didn't receive it. How can this expedition be rich with no intention …
713,713," 2 weeks did not arrive ""even though from Bandung to Cianjur until finally the shipment was canceled and chose to use jnt …"
714,714," My order ID20271269798Z in 3 days and the courier is not sent to my house, I always return it, it looks like the courier doesn't understand if it's an important item and it's used, but it's like that ... I'm …"
715,715," Please help, my package has not arrived in 6 days even though it was an expensive item again. Please fix this very slow delivery quickly. Just sort of sending from abroad for a long time begging for mercy, …"
716,716," The period of 3 times failed to deliver the packet with the error of not enough time. From June 26, 28 & 29 …"
717,717," What a terrible mess there is no one who can be contacted by the courier number or what, and there has also been a fictional courier, so don't happen again !!! Should I take the goods !!!!? …"
718,718," It has been 2 days my package has not been returned to the Bandung hub, not arrived at the house, even though if I buy it from China and shipped using it, I will arrive in Bandung. said cs shoppe not suggesting, even …"
719,719, the worst expedition I have ever used. I ordered goods from shopee jkt-bdg and arrived MORE WEEKS than the shipping period listed is only 3 days. plus when the goods are badly damaged and cannot be used. Ask the …
720,720," So chaotic. The package from the moment it was sent was from the 16th until the 17th and then it didn't arrive at the recipient. I have complained to and fro from the e-commerce on the computer, asking for the shopee …"
721,721, It has been 4 days since the package arrived Even though from Monday it has reached Bandung's hub .. I really regret using Shopee Express ... …
722,722," Parah is very expedition, all day at home it's been 2 days, uh the status of the buyer is not there. …"
723,723," pretty much changed, now it's fast just 1 day to arrive.  "
724,724, Did not receive the package but the package status was received and whose item was taken …
725,725," good, awesome  "
726,726, good  
727,727," reasonable still new,  "
728,728," This is a terrible expedition. If it's been a week, it hasn't arrived. Another expedition for 2 or days. The status has arrived on Saturday, Tuesday, where has the package gone ?? …"
729,0,"Lemot banget Sudah 3 hari diam dtmpt padahal jark rumah sm tokonya cm 4 jam,untuk shoppe express kl blm siap untuk mnjadi jasa kurir jgan dipaksakan ksian konsumen"
730,1,"di shopee paket telah diterima oleh saya, padahal kantor saya tutup jam 5 sore tapi bukti fotonya jam 22.26 dan keliatan bgt yg ngefoto kurirnya sendiri. sampe sekarang blm ada ke saya barangnya."
731,2,"Ini jasa kirim yg buruk banget!! Kmrn tb2 ada pemberitahuan paket sudh d terima oleh nama saya sndiri tp pas saya cek foto timestampnya bukan d daerah rmh saya! Kurirnya asal naroh paket d rumah orang dan asall bgt nulis penerimanya, wktu …"
732,3,Kurir gk jelas...paket blm di kirim tpi di aplikasi di input sudah di trima pembeli... Kurir di hubungi kapan di kirim malah bilang santai sampai 2 hari gk di …
733,4," I swear this is really slow motion, lol, gjls  "
734,5," On Shopee it says the package was received, but no one in the same house as neighbors received it. WHAT TO DO?! UDH TLP CS EVEN WERE TOLD TO REPLY FOR A REFUND, TP TOLD TO ATTACH EVIDENCE, WHAT PROOF …"
735,6," The slowest delivery service in Indonesia, the goods have been picked up for up to 3 days and have not been deposited to the sorter, the courier is also slow, the status of the goods is being delivered by the courier …"
736,7, The security guard at the post likes to pay for parking  
737,8," Only gragra is wrong, it's just right next to the original turn left it's a block on the right saying it's not really good,,,,, but I'm sorry, if there's no one, a lot of people ... …"
738,9, Really long transit.. 12 hours still doesn't move  
739,10," SHIPPING SERVICE IS THE BEST, if I could choose I would definitely choose J*T but since shopee couldn't choose an expedition and unfortunately got this one, oh my, it's so close but it didn't arrive, please fix it, …"
740,11, Shopee express is really fast like a snail caterpillar. It's bad if there is an assessment worse than 1 star I'll give it …
741,12, Minus delivery service  
742,13, 1 city to 1 week.. ShopeeExpress is super slow  
743,14, package arrived long  
744,15," Super slow at 6:54 am, the goods are under the courier until 17:37. The package hasn't arrived yet, where to go...sorry about using shopee express services. For those who have never used shopee express services, think …"
745,16,Barang tidak sampai tp di aplikasi sdh di terima dengan bukti terima org lain.. Parah penipuan ini.
746,17," The goods did not arrive...the report failed to send. Fail how in my house there are always people. If you haven't sent it, say you haven't sent it yet. Just this once, use shopee express …"
747,18," I have one order, at 12 noon on the delivery status, the package will be sent to the recipient's address, and at 21:17 the status changes, my package has been received, even though I did not receive the item.. …"
748,19," I swear the package was slow, the courier brought it to your address from 7 in the morning, until the evening the courier didn't show up even though the warehouse is close to home …"
749,20," Until now, my package hasn't arrived in a very long time, even though it's been a day when it's stated that the package is being delivered by the courier. But didn't come …"
750,21," Disappointing, Paraaahhhhh The item has been in SBY but 2 times the delivery has been canceled …"
751,22, Very long delivery.  
752,23," The delivery took a long time and the courier arrived until 11 pm while sleeping again. Even though it was the same as Surabaya, it came 3 days, it was crazy, it was fixed again before opening shopeeexprss. Thank you …"
753,24," I don't intend to make a delivery service, it's better not to do it first, cook the package under the courier at 06:15 am waiting for it until 17:00 it doesn't arrive, just close the delivery service, tahikkk …"
754,25, very long delivery  
755,26," I'm so confused what to say for this Expedition, 1. Deliver goods to someone else's address/home. "
756,27," slow delivery, same time with Surabaya area, up to 3 days wkwkwkwk what kind of expedition are you trying …"
757,28, Lemottttttttttttt  
758,29," The slowest delivery service ever. The name is express, the delivery quality is slow …"
759,30," How about this, yesterday's 1 item arrived together, the 1st one was not sent, it's been 3 days, it's not clear how long it's been …"
760,31," If you send it, don't take too long  "
761,32, Super poll sluggish  
762,33," The courier is absent or what? 6.37 at Scan Send items, at 19.50 reasons for delivery time runs out. If it's not the intention of resign. Or look for work hard, instead it's absent. …"
763,34," I checked the receipt number, the notification ""The goods have been brought by the courier "
764,35," Surabaya - Sidoarjo 3 days before.. Another delivery service for 1 day even though both are free shipping. The pick-up takes all day long, the transit is also long, the courier delivery process takes too long. Is …"
765,36," 2 times using this service. And 2 times also a lot of trouble and drama. it could be wrong to send it to someone's house. So far, my address hasn't changed, and it's really bad. When I looked for the package, it was …"
766,37, It's bad shope express.. Item not received... But a notification appears that the item has been received. …
767,38, Please for delivery if no one tries to contact the recipient...the address also includes the recipient's number...other expeditions such as jne jnt sicepat always contact if no one is there... …
768,39, Good x  
769,40, very slow delivery  
770,41, Mantapsss  
771,42, Shopee Express  
772,43, Too  
773,44," The package didn't arrive, the wrong thing was sent, there is no contact number. really bad …"
774,45," The person who sent my item was too undisciplined, as long as I just left my item with someone I didn't know. And so far I haven't received the item, but it says on shopee that the item has been received but I haven't …"
775,46," It's slow,, waiting since morning until now has not arrived,,, indeed the courier doesn't know the highway huh …"
776,47," If you haven't been able to make your own delivery service, don't make it, boss, fix the system first First Recruit Employees to Deliver Packages.. …"
777,48, slow  
778,49, Slow down abisssss  
779,50," The courier rescheduled without confirmation from the buyer, not very professional even though there were people at home. And no incoming messages at all …"
780,51," Just came here for an interview, and it turned out to be in the wrong place, DC should not be HUB. There is no waiting room, so it's hot outside. ️ …"
781,52, Slow  
782,53," It took a long time to arrive, not according to the date! …"
783,54, Courier gathering place and shope warehousing  
784,55," Send goods from Surabaya to Kota Kediri for more than 4 days, the goods have not arrived, even when the goods are checked through Ngawi. Wow, so slow what are you doing? …"
785,56, It's so lame. I'm tired  
786,57," DELIVERY SERVICE IS NOT CLEAR. The payment is the same as the other expedition cake but it's slow, sorry!! …"
787,58, Already brought the package there but was told to go to raya park... Well... …
788,59," Thank God it really helps in the Shoppi application especially during a pandemic like this, thank you …"
789,60," This expedition is really crazy, why is there this expedition? Very bad service, really slow!!! Is it true that one of the SOPs of this expedition is to deliver goods for a very long time and does not prioritize …"
790,61," THE PACKAGE HAS BEEN ONE MORE WEEK OF USING THE SHOPEE EXPRESS IT HAVE NOT HAVE ARRIVED, EVEN THOUGH THE CITY IS NEXT …"
791,62," ID019027516358 receipt number, the package was completed but there was no delivery of the kermh package, it should have been delivered first and then finished so that buyers don't contact here and there, it's scary …"
792,63, Lemoooooot mot ....  
793,64, the slowest delivery service heuhuehuehue  
794,65, slow  
795,66," Oh my goodness, when I opened Google the rating was really bad.. I haven't received the item but there is a notification that the order has been received.. Where is there no contact that can be contacted.. I have to …"
796,67," Delivery by shopee is the slowest than the others, it's only right if you lose the competition …"
797,68, This is a scam account gess.... i swear i'm not lying.... the problem is that i finished the chat and said i got a shopeepay gift when i asked for my username he didn't know and my number was immediately blocked …
798,69, The picture that  
799,70, warehouse turns out  
800,71," from yesterday it said my package was delivered to its destination, but it didn't arrive, it said that the recipient wasn't even there, even though the door to the house was always open, bad !!!! …"
801,72, Densely crawls like a leech.  
802,73, The shipping time is so long  
803,74, Experienced and AMANA  
804,75, really cute shopee express courier. you can use a fake photo of receipt. I initially chatted with the seller how come the status of the item was received even though it had not yet arrived turns out to be someone …
805,76," Because it failed to send to the original destination address, I took the initiative to the Hub. Service OK. Communicative courier, calls many times...responsibility for delivery...Good …"
806,77, Is there any job vacancies?  
807,78," Where has my package not been received, how come the status is successful???? …"
808,79," From the last date the delivery date of 12 weeks has not arrived, Sampek is currently being tracked back by a courier. A, Klaw doesn't intend to be a courier. …"
809,80," It's been 5 days hasn't come the right one, jkt-sby dad was dug come or not, want to use Eid, regret using Shopee Express …"
810,81, This is really a shopee express regret using this bet Usually using JNT is really fast. Please improve the performance again so that …
811,82," Please please send my package even though I haven't Nerima yet but the package has been received, please send us the same ""no harm to each other …"
812,83," Yesterday using Shopee Express when shopping at Shopee, the package was sent all day to the recipient's address, until 9 pm suddenly the package was just received by the courier, even though I had not received the …"
813,84," Disappointedaaaaaaa pwolll, package slowttttttttttt Gatau what, if I really need it. Bad oath. I'm lazy …"
814,85," It's so long, it's original ... it's always a long time to pkek this service huuuuuhuuu …"
815,86," long delivery! shopee delivery service can not be selected instead automatically using this, yes, it's jammed in Surabaya. The expedition had no intention. …"
816,87," DELIVERY IS NOT CLEAR AH BEFORE SURABAYA TO MALANG Usually this SMPE DAY FOR 4 days, it's not clear what's going on in Surabaya, what's going on, ah, just fix it, the service is annoying …"
817,88," The delivery status by the courier but the delivery status suddenly changes the problem package is stored in the warehouse, what's the story? …"
818,89, Chip info  
819,90," This item has been courier since noon, I can't receive it .. …"
820,91," My order didn't reach me, even though the status was received. Better if it takes a long time the brang will still arrive. This item doesn't know where else "
821,92, 👎 bad shopee  
822,93," Sby to Sidoarjo for 3 days, my goodness .... 👎👎👎  "
823,94, Crowded regularly  
824,95, Pay attention to the welfare of the courier ... Per package it only pays 1400 which people can just refuse to pay for the goods and take time to pay for the goods …
825,96," Really annoyed and disappointed with Shopee Express, SBY's delivery was really slow. Admin is chatting, you don't reply, you don't call it. I have given the spare to order online so it is not tight, it's still just …"
826,97, The goods come according to estimates😍  The courier is friendly and always confirms …
827,98, slow  
828,99," sda-sby how come 3 days? really far, huh? even though the item is important …"
829,100," It took a long time to send, you can't choose what to send to use at Shopee, please improve the delivery again, the order period in North Jakarta continues to stop in West Jakarta until e 3 days😏 …"
830,101," I thought that Pos Indonesia was the slowest, in fact Shopee Express was much, much, much slower …"
831,102, why is this fellow Surabaya so long ???  
832,103," ID017022407653 The item has not been received, but it has been received, there is evidence of TT but it is fake …"
833,104, Very disappointed looo using this delivery ... Suiii nemennnnnnn Fellow surabayaaa lo padahalll ... …
834,105, Eu92herueru3uroy9ud9je0ir0uu9hio ● ︿ ● ╯﹏╰ ● ︿ ● ￣he￣ ● ︿ ●● ︿ ● 
835,106," The worst expedition I have ever used. I am very disappointed, if I can't make an expedition, it's better not to make an expedition. Instead of worsening the name Shopee itself ... if you just leave it to the next …"
836,107," Expeditions are slow, usually from Surabaya / Sidoarjo to Jombang, only 1 day, max 2 days, how come it's really slow to arrive 4 days, it's not recommended even though it's free shipping, it's better to choose jn * / …"
837,108," what is this expedition? Cook to send from Surabaya to Madiun which usually takes another expedition for only one day, it's been 3 days and still just going around in Surabaya. …"
838,109," Tracking in the goods application until it is received by street vendors at 00.51 WIB, while in the shopee application the goods are received by street vendors at 14.00 WIB. And in fact it has been more than 2 days …"
839,110, Long delivery  
840,111, Shopee express didn't deliver the right thing  
841,112, shopeee is increasingly unclear to move to another marketplace …
842,113, He said the opening week was closed  
843,114, Old glass. Just close the expedition like this. Garbage. Don't dare to be given a phone number in the description. It doesn't look right. …
844,115, The fastest expedition in the afternoon sends the morning to the rungkut area …
845,116,Nice Work Space
846,117," It's been a long time to come. Buy 2 items in different locations, the other one is Bandung ... Uh, it came earlier than Badung ... Even though I was on my own. …"
847,118," I already know there are many complaints but they are not fixed immediately. Duh, for people who want to use this expedition, it's better. Trust me, Shopee Express is a very bad service in the expedition world! …"
848,119," I already signed the contract, he said in the hub again, apparently there was no news …"
849,120, long  
850,121," It's bad, the item hasn't been received but the status has been received. …"
851,122," Wow, where's my package soooo I have received a notification, but I haven't received it at all ... …"
852,123, The items are stored first for a week so they can spawn  
853,124, I like it  The problem is the free shipping is not bad if the delivery problem is the …
854,125," The delivery takes a long time, it's better to choose another expedition but it is much higher quality, in the end my item was declared lost by Shoppe Express …"
855,126, Why wasn't my item sent even though it was already in the hands of the courier …
856,127," Start faster, keep growing.  "
857,128, very slow delivery  
858,129, Expedition is slow and slow  
859,130," Bad courier, goods were not sent, the writing was not enough time. !!!! I didn't bother to send it, I just canceled it. …"
860,131," It's really long, even though it's been 5 days I usually try to use this service first, only 4 days have received the goods. …"
861,132," How long does it take, the next expedition doesn't last for days now …"
862,133," The delivery time, usually Surabaya to Surabaya again, only a day, it has not arrived for 2 days …"
863,134," the courier doesn't want to contact the customer bondo ... cook, I've been waiting for the package from morning, until late at night it actually says BUYER RESCHEDULE, even though I DO NOT ASK ONCE TO BE DIRESCHEDULE …"
864,135," Alhamdulillah, the goods finally arrived on time. In accordance with my promise, I give 5 stars. My hope as a customer, I hope that in the future, the delivery of goods will be improved and on time to arrive at the …"
865,136, It's been a long time ... The goods arrived at the customer less than 2 pieces. The complaint was also immediately decided that it was not Shopee Express' …
866,137, Why is it too late. I don't want to compete with the other ... kog like this still happens. Have you never acted on it. Isn't the courier paid kog lemood? …
867,138, Super super long courier cuy  
868,139," Have used this expedition service for the umpteenth time ..., it's just been a long time. in the case of stts from morning already d courier, until evening it didn & apos; t arrive. …"
869,140," The expedition is not honest, it hasn't arrived yet the info has been received, there is no phone / message ... the address is correct too ... be careful for those who want to use standard shopee express especially …"
870,141," Wow, the package has arrived at the Surabaya shipping hub, how come from Surabaya to Surabaya from 27 to 30 it hasn't arrived yet, so the status is still at the shipping hub, do you want to work? I pay the postage ... …"
871,142, Place for a living  
872,143, Who has a shopee express contact please please ... how long my package in the warehouse doesn't work at all …
873,144," The expedition is the worst ... the status is carried by courier every morning until evening, the status fails to send, the time is not enough ... even though I usually use JNE JNT, the security guards always leave …"
874,145," Shopee express takes a long time in the warehouse, it should have been delivered to the house, but it is still left in the warehouse. I have to go there myself to get my package. …"
875,146," Very Disappointed, When Delivering as a Seller Last Sunday You Can, This Week You Cannot, Very Bad …"
876,147, The good news is the more it is organized the faster it is sent …
877,148," This expedition is really clear, too slow. Even though this afternoon the package delivery status was being sent by a courier, uh I waited for it not to come. Then just now there is an incoming sms if the delivery …"
878,149," high exclusivity logistics courier, own property .. but the service is far below the standard with other delivery services. I can order 5x using the shopee express delivery service from the buyer, but the courier …"
879,150, Shoppe delivery place  
880,151," The delivery was slow, the courier had brought it for 2 days and it didn't arrive ... did the courier go around Jakarta first? …"
881,152," Don't ever use this expedition, I swear my package hasn't arrived but it has been received by Mrs. Karni, even though there is no such thing at a neighbor's house, so please take responsibility …"
882,153, 1 star is already better .. Shipping lousy !! …
883,154," ok, now the service is better, even though it's still late at night, it's still queued by the courier …"
884,155," For those who read this. Don't call the wa number listed in the picture because it's a FRAUD under the guise of this shopee express admin, because I tried to chat and as a result he asked for the cellphone number and …"
885,156," Safe packing, friendly courier .. until the location on time. Thx shopee .. always be victorious …"
886,157," The delivery of the dog was really 3 days in transit, it didn't move, maybe the courier ate a blind salary …"
887,158, package delivery is very long. no recommended!  
888,159, WORST  
889,160," If there are other shipping alternatives, I suggest using another one. My package is lost somewhere, cs machine, wordy until I run out of credit, still no clarity. Tracking receipts ALWAYS NOT WRITTEN WHO ACCEPTED, …"
890,161, goods a week in the hands of the courier not enough  
891,162," Slow to send 3 times failed, padhal house is easy to find. …"
892,163," Sending using Shoope Express, took a long time, Kapok using this expedition …"
893,164," One ""is an expedition & even a company that has a wide scope but doesn't have CS, portals, phone contacts. Just follow them: D …"
894,165," Is this an expedition or something? I don & apos; t have my own contact, the service & cs are still different, then what validation do you try? …"
895,166," It's really slow, even though the goods shop is in Surabaya and my house is in Sidoarjo, and it's been 5 days that it hasn't gotten really bad even though the goods are urgent, no longer using this, it's better to …"
896,167, Very long delivery Delivery is still within 1 city more than 7 days 3x failed to send to the address for insufficient time …
897,168, Not recommended ... really slow  
898,169, Delivery is slow The sorting party when I wanted to pick up the goods said the goods were piled up and in the end I couldn't get anything far there …
899,170,Standard
900,171," Using shopee xpress, the condition that was received by the packaging was torn and only 1 left, on order 2, I confirmed it to the seller owner d shopee. He said it was sent 2. And there is already a note d on the …"
901,172," The delivery is long, please repair it so as not to disappoint other cstmers! …"
902,173, badly slow and there is no confirmation of the sender's problem …
903,174, Slow for the courier ... The package is pending terrusss ... …
904,175, give up using shopee express !!!! address where sent to where :
905,176, Easy access near toll roads and airports.  
906,177," Fast delivery and whole goods flawless courier friendly. Anyway, jos for shopee express …"
907,178, Shopee Shopee 2  
908,179," Don't expect to use Shopeeexpress ... In the morning, I ordered, in the afternoon, I just arrived ... Pakett COd, I still have 2-3 days. Fortunately, there is still money left over by cash ... …"
909,180, It & amp; # 39; s nice to shop with a free shopee shipping tissue …
910,181, Shopee ... Shopee ...  
911,182," Indeed, the delivery speed is super fast, the goods are not scratched in the slightest and the courier is very friendly ,, healthy, yes sir courier hopefully a blessing …"
912,183," Fast delivery, Please select shopee exoress  "
