,Reviews
568, The strangest shipping company with ineffective and unclear operations management. It's better to just get rid of that the EXPRESS word …
569," It's been 4 days the goods haven't arrived"", even though it's only from Tangerang to Jakpus, the goods only have a fever, don't send them to the airport!"" ! I regret using this package service! The name is just …"
570," I've used J&T 3 times, never ontime, even though I used express.. but it arrived in 3-7 days, even though the delivery was still in the city of Jakarta. Will not use this expedition again …"
571," Thank you, Sis, sorry beforehand, I want to ask this. I ordered an item at shopee, how come the tracking result is still in Jakarta, it's been 4 days the tracking result is still in Jakarta. I've ordered 2 times like …"
572," Long delivery, just need it to arrive right away, it sucks, it doesn't deserve the name express . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . …"
573, bad service. The shipment hasn't arrived in 3 days. sent from jakarta to jakarta too though. Called CS and even said it still hasn't been sent casually …
574, The package has not arrived for 5 days.. I don't know it's still stored in the J&T J5 Jakarta warehouse …
575, The package from the 8th until now has not arrived  
576," In my experience, the last 2 transactions the package was sent incorrectly and stored in the warehouse. Even ordering using this expedition again, it's been 5 days and it still hasn't arrived. :"
577," Many times, call J&T so that the package will be processed immediately, I said it would be processed immediately but until now it has not arrived at KDI, …"
578,We hate you period
579," If you don't have a fleet, you don't need a logistics business. the price is more expensive than the courier next door but the delivery is slow, sorry …"
580," Delivery is not on time is very bad, I promise I will not use J&T services …"
581,only their HQ with no customer service staff.. complaining etc through call center
582," I am very satisfied with the service. I ordered the same day delivery, the response was very fast, the price was very cheap and it arrived in the afternoon. …"
583," There is an increase in service on this expedition, the package arrives faster.. improve it again …"
584, it doesn't take too long to give up I'll use J & T if this is how it needs to be better j & e …
585," cs, I talk a lot, the response is fast, I already know that the CS phone is very long-tailed …"
586, I do not recommend that you use this courier service. It is really very disappointing that my package has not arrived for a week. I have made reports to CS but have not been ignored until now. How come the package …
587," Negligence in sending packages, not being careful  "
588," Just sending packages within the city is incredibly long. Better to use jne. Jne is actually fast, only a day is jne reg …"
589, Lola bin is slow  
590," j & t, the item is already close, how come it's being taken, the farther and farther it is ... why ... …"
591, Very good expedition  
592,"Kramat Jati to Kalibata took 5 days, and now my package still not arrived yet.. What the h**l..!!"
593, Don't leave the goods ... from yesterday how come the status hasn't changed? …
594, Need to improve services again  
595," My package for the destination of Jakarta from Ternate can stray to Bandung, asked the Cs why you can go to another city outside the destination city where it should be, the answer is as usual and always the same …"
596," If there is a choice + - I will give - A fellow Jakarta package ... from ivory to jelelambar, it's been rich from abroad. …"
597," Jakarta to Jakarta just 8 days has not arrived, this is not a one-time incident, but often …"
598," I really use the goods from November 13 to today, even though from Jakarta to Tangerang 8 days haven't arrived yet, CS, the answer is just telling me to wait ... why is this expedition no longer …"
599, send from Jakarta to Jakarta for more than a week until 2 …
600," It's better to close the J&T service company than to continue to disappoint. The delivery was very long, almost 1 week. …"
601," Basic J & T, he said xpres 1 to 2 days, in fact my items are so important, 10 days have not come too, sorry I use this courier, it feels bad ... …"
602, Confused about what period of delivery from Jakarta to Jakarta from 14 November 2018 to today 19 November 2018 has not been received either 🙈 It's really bad the system can be Jakarta to Jakarta for days. …
603," delays often occur when I use the services of J&T. where Express is written it is grossly wrong. Express where it comes from. please improve the delivery, thank you. …"
604, IT'S CRAZY SO PASSIONATE TJOY SI J&T IT'S GOODS STILL AWAY I DON'T KNOW WHERE THERE'S THE BAD TRACKING STATUS I WAS ON MY OWN WHEN I WAS ACCEPTING IT'S CRAZY GOIB EXPIEDITION THE MOST BAD EXPIEDITION EVER !!! …
605, I am really disappointed that the package here diem 3 days. When will you arrive in Bali if this is how it goes on my package …
606," If you can't handle the overload, don't cooperate with the marketplace! …"
607," I have been shopping online twice using this delivery service and have been disappointed, when the goods have not arrived but the status has been written. Please repair those who are not responsible, have been waiting …"
608," I already guessed that customer disappointments were piling up here ... after the cs phone was not picked up, the chat was not answered, the ig comment was closed ... my package from Ciledug to Bintaro was sent on the …"
609," My cellphone package doesn't arrive, from the 12th to the 17th it responds to the 17th, I called the CS, the response is not there !!! Initial overload …"
610," This place turned out to be The goods didn't arrive ""Taeee Easy ""n the one who sent it died quickly …"
611, Why hasn't my package been sent from Tuesday to Saturday now it hasn't been sent …
612," The delivery took a long time, give up using this service. The package hasn't arrived in 5 days. Estimated delivery in 1-2 working days. Please improve the performance so that it will be even better in the future …"
613, It's been a week that the package was still at the Jakarta transit center and didn't send it PARAH DAH. …
614," BAD !! Fellow JAKARTA, the delivery, has not arrived yet. It's been almost a week bro !! …"
615," really annoyed with this expedition, I was able to deliver from Taman Sari West Jakarta to Grogol West Jakarta for 7 days, yes, the expedition was so slow, how come I can open up to many branches, sh !!!!! …"
616, It took so long that I didn't usually use j & no like this …
617," J&T the delivery messed up ,, it took a long time to stay in ketrgan, it's still 2 days transit in Jakarta ,, 2 pket still haven't smpe "",, poor service, just close it …"
618," Parahhhhhh !!! Never use jnt again ... contact the call center !! Fellow Jakarta, goods for 5 days didn't arrive ... just left in the warehouse ... the worst expedition in Indonesia 😡 …"
619," It's really bad, it's been 5 days or so, transit in Jakarta since the 14th, now it's the 16th still transit in Jakarta, haven't been sent to Bekasi, …"
620," really disappointed with this expedition, the status of the package is from the 13th until now there, on the delivery from the 12th ... the call center on the telephone keeps dropping, what do you want ... …"
621," Please, how come, why isn't my package on the first street on the gateway …"
622, burukkkkkkkk  
623, Jakarta - Bekasi a week. Wagelaseh wkwk  
624," It was just a good start, now it's badly slow ... I don't use J & T anymore …"
625," Please, this CS, there is no response at all, the package is held in the warehouse where the item is going to be used …"
626," CS phone has not been picked up 5 times, the voice is already broken. if you use this delivery, my package always rotates. …"
627," My package was at Kapok Raya on 13 November 18, I checked the status for 2 days, no new roads on 15 November arrived at North Meruya, I have given up on this package, I don't usually use j & no like this, this is an …"
628, Packages for days at the jkt transit center do not work. What the heck? …
629, Why is the status still there ..  
630," the package from 10 to now hasn't arrived from Bandung to Depok, the status is still in Bandung, too, usually 2 to 3 days until …"
631," For some reason the delivery of the goods is really bad, the goods from Kebayoran just want to be sent to South Tangerang, why should I go to Pluit first? Yesterday only orders from Bintaro to South Tangerang went …"
632," I bought goods at shopee, with COD payment and free shipping, delivery by j & t, but on the label of the j & t sticker it was printed there was a delivery fee of …"
633, The worst expedition is better to use jne goods that do not arrive until 5 days. The items should have been 20 minutes from my house but with this expedition it took 2 days to walk and until now it hasn't arrived. So …
634," The last time I used J&T, the package didn't arrive really late. …"
635," Already several times the package has not been received but on tracking 'package has been received'. Make a reputation for being good but with a cunning method. There is nothing good about this expedition, it's just …"
636, What an expedition this is. The period of Tangerang - South Jakarta can be more than 2 days 
637,Good JNE Express
638, Delivery from Jakarta - Tangerang just took a long time ... even though it was close 
639," VERY LOW SPEED DELIVERY !!! Goods stuck ""package junctions at warehouse"", even though the distance between the goods and the delivery location is VERY CLOSE, but even that goes awry, the delivery can take 2 days. The …"
640," Even though the goods have arrived in Surabaya but when they are being traced back and forth, can you send it or not ??????? Disappointed …"
641, THE SWATEST COURSE I NEVER KNOW. MY DELIVERY FROM DENPASAR TGL9. ON THE WEB IT ARRIVED AT KEBAYORAN 11 AND UNTIL 12 DID NOT COME. WHEN MY DELIVERY IS FOOD THAT IS ONLY 4 DAYS. KECEWANYA PAKE REALLY SI. GA REALLY …
642," the expedition is super slow ,, throw away the writing express ,, …"
643," It's better to just leave the express, it's really slow, it's different from JNE, if there is a complaint immediately respond, JNT has been 3 days using phone credit but no progress, the package has arrived at my …"
644, Making a big disappointment ..... give up using J & T. Only Jabotabek dr HR Senen until now has not arrived. …
645," sending food using J&T hurriedly Expired broooo, over time ... Just give me ED food there, DON'T SEND !!! …"
646," I have not received what on the track has been received, ask J & T who is here, the courier told me to turn the phone to call it was not active at all. In wa mace the response. …"
647," service is not good, slow if the delivery of the drug is already dead, the one who is sick first. just give up …"
648," courier with the most trashy service ever, paekt stayed at this agent for up to 3 days, didn't send it even though fellow Jakarta, won't use jnt anymore. …"
649," Ordinary, using J & T, it's faster, it's gotta be good, before the 15th, until now, it's not even possible, it's still 10 days hasn't arrived. …"
650," Abal2 expedition, the package should be at least 3 days old Samsai Bojonegoro, it's been 4 days still going around in Jakarta, which is expensive anymore, not express name but j & t slow bebel …"
651, Cool  
652," If I could not have a star ... I don't need to use a star ... it doesn't match the name which says ""express"" Crazy sumpaah .. this seller's loss is his name .. I'm not going to use this …"
653," Usually using J&T is smooth, I swear this time the service is really bad, the package has been canceled from the 10th, until now the 14th is not delivered either, …"
654,NO RECOMENDED
655, Delivery from Jakarta to Surabaya until 3 days: 
656, J&T why? Doesn't anyone work on TV?  
657," My package from 23/08/18 has not arrived until now on 27/08/18. And the status has not changed "". He said express but how come it took so long to arrive. No longer using J & T. The courier is lazy lazy. Kapok me. …"
658," How come my package hasn't arrived yet? Even though it's been 1 week, from the 16th it has also arrived in Jakarta but it hasn't been sent to my amalat …"
659, Send goods fast until recommended for those of you who want to send goods …
660," Slowly, my order from the online track recoded 1 area didn't arrive ""where the promised destination was 1 to 2 days until it arrived but it's been 5 days languishing at J&T and not sent"" even though it's the same …"
661," It is not recommended. Slow to work. The track record is near the location, but instead it is sent to a location that is farther away as a result, the goods rotate and arrive longer. In fact, several times it was seen …"
662, The delivery took so long that it hasn't arrived from the 31st. …
663," J&T reg description 2-3 days but in fact it is 6-8 days until the description just changes to +1 week, no more ""already using this expedition, just try this expedition just once …"
664," Ouch, this J&T is not really recommended, it doesn't match the name !! The period of goods from Depok to Jakarta until a week doesn't arrive! Checked on the delivery status of the olshop, the goods are still there, …"
665, good night there is still a J&T sprinter locker thanks  
666," Very bad and irresponsible, saying that the shipping policy was not adjusted to the applicable government law. Thank you J&T Obviously Late. …"
667, My mail  
668, the cover is a lot but the service does not match the description of the slow delivery from jkt to kebumen mutar to semarang to new jog to kebumen while from kebumen to jkt you can go to jog and jkt too much to change …
669, Really bad waiter .. Packages from meruya to pluit period of up to 3 days have not arrived ..😠 …
670," How about a courier. A person whose address is incomplete, just give it away. I am here from the CBD Pluit apartment right? A phone call or something, but he played Naro, but the package knew who accepted who was …"
671," It was very disappointing from July 12, 2018, order to pick up goods to be sent but until today, July 15, 2018 at 16.35 WIB, my goods still have not been picked up by the courier, even though I have phoned 8x directly …"
672, OK  
673, Slow. Crummy delivery …
674, My package from 22 June to 1 July 2018 has not arrived. Customer service is happy to record how many times I complained by phone but did not give real action. I have contacted the J&T Branch but was never picked up. …
675," Goods sent from the 16th to the 28th do not arrive. Have called many times, employees only fake promises or cengengesan. Based on tracking, the goods arrived at the Pluit Selatan warehouse on the 19th. The sprinter …"
676, It took 3 days for the package not to be sent  
677, Good service  
678, There is a Swining Shining bright ga om item  
679," Service is like shit .. Damn. CS on the phone until the 50 thousand pulses run out, the phone doesn't carry it. It is very important .. Sttust the receipt still doesn't change. I missed the dog pack …"
680," Called to 80661888 was not answered, package delivery from June 7 to now on June 12 18 did not arrive, even though only from TGR to JKT, postage is expensive again. Please pick up CS J&T for a quick response. …"
681, Order from north jakarta Penjaringan Send to north jakarta the netting is also just a different post code It's been 5 days the package hasn't arrived .. …
682, Paraahhhh. It's been 6 days that the packages haven't been sampled. 36 minutes but from there to my address. …
683," Messy phone can't be reached, package didn't arrive, amateur …"
684," The package delivery from Ancol to Grobogan from the 7th is still at SRGGETEWAY, then when it is sent to Grobogan, the package is already awaiting. Don't be late, even though it's express, why is it slow. …"
685," J&T KAYAK TAI LU, GARA GARA LU I WAS USED MAKI CUST GW, BENER BENER BANGKE LU. HERE IF YOU ACCEPT HERE LOOK FOR GW DOG ... DESTINY ALL OF MY BUSINESS WAY TO YOU ... MAKE ANOTHER GA RECOMMENDED PACKAGE. THIS PACKAGE …"
686," I'm sorry jnt It took a long time ... my package stagnated, where did the contents of me live too ... it didn't move for 2 days, it's still just in Malang. The pay is not …"
687, Long  
688," I am never satisfied with J & T's service, my package doesn't deliver between addresses, I can't believe if I have a package, it's really complicated. …"
689," The service is terrible, I checked awb because I arrived at Ktr Pluit Selatan Raya on May 19, but 3 days for deliveries to my place whose location is the same in Whistle it didn't even arrive ... I tracked my shipment …"
690," It's really bad, 4 days, the package is still in manifestation, even though the delivery is close to Bogor, and checking the location via map only takes 1 hour 44 minutes. Pliss donkk improve the delivery j & t how …"
691," It's been a long time, the service is not satisfied, it's been like this twice, the call center isn't lifted, it's slow …"
692, Next to the Alam Medika Clinic and Tent Store The building is after the building and before the Nurul Mubin Mosque …
693," really bad package back and forth, already paid more expensive than jNE but faster jne. jkt to jkt jne 9rb 1 day until, use j & t jkt to jkt 10rb 3 days until haha …"
694, It took a long time for the shipping service to be unclean ... it's better also ... sorry …
695," Haduuuh, I ordered the goods from 10-05-2018, usually if I go to the next day, I will directly until, but why can't I reach until now, but even though in the process of sending it, it doesn't work too, …"
696," the beginning is okay, but the more here it gets messed up. better use local, never use J & T again …"
697," The usual is okay, but why is it now amit2 like this .. Old delivery …"
698," The goods from Jakarta to Bogor in 3 days 4 didn't arrive ... Crazy ah j & t ,, the more here the more chaotic service …"
699," Too many transits, please increase the courier  "
700," My goods have been sent to ivory coconut on Saturday Saturday, the address is the same as ivory Kirana, but until now the goods have not been delivered to their destination, please don't send the courier. …"
701," PAYAH SUMPAH, in the statement that the goods have been received, I haven't received the delivery yet, after the phone turns out they were still holding their goods, first and last I used this courier service. …"
702,"On my opinion.. J&T Express is the real Express Expedition! I have several times by using J&T and it was great, i got excellent service, from sprinter that have a good attitude, till fast delivery service. I personally recommend all people to use this expedition. I guess.. Worth of 5 Stars!!"
703, nice! the tracking system is very clear and timely  
704," the service is ok, good and very fast, use J&T again, laagii, laagiii and moreiiiiiiiii …"
705," Rubbish, bad service, the package didn't arrive, the courier wa the phone with a bully and disrespectful. …"
706," Crazy ... I make regular jr 9rb, sending a helmet from Tangerang to Jakarta the next day, right away, even though the estimation is 2 days. …"
707," Buy goods, shipping using J & T. and the writings arrived in 3 days. in fact, it's been more than a week until now. what is this ??! the tracking has been sent and received. but until now it has not been received. …"
708,What an eficient express service
709," The delivery will be faster than the other ones ... as well as after 1 day. Send this day, thank you until …"
710, Have used several times and always arrive at the estimated time! Great service. …
711," Good, good and fast service !!! I'll use it then  "
712," Send packages from Jakarta to Sukabumi usually 2-3 days. When I used J&T I didn't expect it when it was sent that day the next day. Wow, cool …"
713," For a long time, the sender ...  "
714," Bad service, slow delivery, give up using jnt, the goods have been sent by the seller. But when I called CS JNT, instead asked me to contact the seller, it seemed to be blaming the seller who hadn't sent the goods, …"
715," Goods on the 10th send the 11th date in the West Jakarta tepekong warehouse, even though the destination to be sent is West Jakarta too, and until now the items have not arrived, and the one that makes the party …"
716," Bad service, because of the courier "
717," Disappointed how many things from Jakarta to Bekasi, how far the sic until now is not coming yet …"
718," What time, I haven't arrived in 3 days  "
719," when I first used J & T, it was okay, I thought the next one would be faster until seen in terms of different prices with JNE, because the service was also rather good, unfortunately 5 sent packages to keep track all …"
720," I am in Bogor, if shipping from Jabotabek area. one day arrived, never received the goods until the evening. cool! quick! …"
721, Waiters are not good ... Slow ... Expensive ...  
722," Long delivery, already 1 week the goods have not arrived Sent from Jakarta usually within a maximum of 3 days arrived Checked on Google goods back and forth warehouse gateway bdg …"
723, From the 31st tracked my item was sent by the seller. New Date 3 entered Bandung .. …
724, Sending fellow Jakarta has not arrived in 4 days. Hellooowww not like this either. Situ send from the moon? So slow! …
725," The first time I used J & T for three shipments at once, all three were disappointing, really bad from a large warehouse sent to a small warehouse, problematic, reversed again to a large warehouse, from a large …"
726," not rich yet, the price of service increased even worse the sprinters were lazy especially in JKS the courier transit was abal abal all 👎 …"
727," Severe ... Depok - Tangerang shipments can take 5 days to send the last status, instead it returns. G will give you the J&T service again ... …"
728," How come the service doesn't match the name of the company, my order hasn't arrived until now 3 days from Java to South Jakarta. …"
729," It took so long to send, it's been over a week before the item arrived! …"
730," I live in the city of Bandung, and have never encountered any obstacles at all, instead I prefer J & T compared to other shipping services, because it can be taken alone to the nearest branch and the way to track it …"
731, Very bad shipping ...  
732," Lemoottt .... The package from bekasi just arrived until today, the goods turned around even though they were already close. Making furious .. …"
733," Not recommended, how many days have I not arrived at J & T's long time courier service until I don't use J&T anymore, kapop! …"
734," How come my stuff hasn't arrived yet ... I'm sorry to try it on J&T ..., even though the item is going to be used today ... …"
735," Please, my package, from April 1, has been stuck for two times. In terms of delivery from Jkt and I as the recipient, it has also been extended for more than 3 days, the items that they used to use on the same day …"
736, Slow  
737, Bad !!! I swear I'll regret sending it through J&T !!! Delivery from Bogor to Jakarta is more than 4 days !!! Callcenter called Gaaa never picked up !!!! the status from the 31st arrived at Ancol jm 6.57 until now on …
738, Slow  
739, Not as the name suggests jkt_gateway mulu  
740, Stuff still BKI gateway 😭  
741," The service is really bad, how come ... how come 1 star doesn't even deserve it! Couriers dare to stick n angry with customers at school not courier! …"
742," The package has not arrived from March 13, 2018 until now. March 21, 2018, the package is small, how long is the shipment ?? …"
743, My package didn't arrive. Received by unknown people. The package arrived at the southern Pluit jet delivered by a courier here. Bad service …
744, Can you give me a minus star? or icon hate .. several times a bad experience with JNT 
745," Good afternoon, sorry to ask, is there still a vacancy for the position as a driver …"
746," See service elsewhere. Items can be saved for several days because ""all"" sprinters are busy. …"
747, Office area.  
748, The new place of the building and the design of this place is very classy …
749,The best express in indonesia
750,GREAT
751,J&T Express ciayoo
752, The building is very nice. Although .... Hmmm ... The recruitment bureaucracy is quite complicated. Maybe because all this time I worked in tv and print media so far apart from the complexity of LOL finally I'm …
753," This is not 1 star but minus 1 huh. Misdirected goods are not taken care of at all. even asking for more money to send it back. Call centers are also useless, no one wants responsibility. Throw San Throw here. My …"
754," j & t emank severe and poor, the goods from the date 1 already at the gateway of Jakarta, but not processed, tel there said the goods do not know the process when, just say it's good, once processed the goods do not …"
755," Really ""it's bad ... the package is passed to and fro ... but now it's not working ... it's true"" is sad and won't use it anymore ... it won't …"
756,good
757, SHOULD YOU LOVE THE STAR ???? GA WORTH IT! A WEEK UDH PACKET IS NOT UNTIL2. SHOULD HAVE BEEN INITIATIVE. VERY BAD …
758," If you can give me a minus star, I will give it, but I have to make one comment …"
759," You shouldn't need not give a star !!!!!!! Long delivery, time can arrive at the wrong location ... you know, just use the one that's already caught. …"
760," J & t if possible I don't give stars. Just half a star. Complain is not responded quickly but only told to be patient "". Medan to the overseas meeting which is still 1 province just different districts a week more. …"
761, What's this crazy package service? send from palmerah to clender 1 week it didn't arrive either! I have complained about the promise today until in fact the appointment is just an appointment …
762, NO STARS IF YOU CAN !!!!!!! ckckckcck the service of J&T Palm Cakeng Jak-Bar is rubbish !!!!! what should I usually send to JNE to pangkalpinang 22 thousand here 43 thousand ??? exactly …
763, My package has been delivered for more than 10 days until now ... …
764,"Best Experience of Express Expedition, I have several experience on using J&T's services and it  was great, with the normal reguler price, i got excellent service, from courier door to door pick up, till fast delivery service. I personally recommend people to try. Worth of 5 Stars."
765, My package Blom arrived from bandung to bekasi already 7  
766," Parahhhhh ,, give up my recommendation using Jnt ... at first the cust asked to be sent using jne but I recommend using jnt because it usually doesn't have a problem. But today from 4 pm I asked for a popping up above …"
767," The worst shipping expectoration, the item hasn't been said to have arrived in their history. The item hasn't arrived either ... very disappointing …"
768," If possible, I won't even give a star. My package from Batam to Bandung hasn't arrived in 6 days. When it was tracked and called to CS my package was stuck in the JKT warehouse. I was searching until I had to send an …"
769," Alhamdulillah, the service is good  "
770," So it won't take long, I don't know where the obstacles are, and the delivery doesn't arrive at home, I have to take 6 km from home, …"
771, What did I send from Sukabumi Blom?  
772," J&T In Palangkaraya City Very bad, its delivery in almost 1 week was not sent2 J&T Expreess was just an Express name but the performance was very bad. …"
773," How come my package hasn't arrived yet, delivery from Surabaya, Monday …"
774, Long delivery process .... Lelettttttt …
775," It's been a long time, please improve  "
776, slow  
777," Because j & t express is delivering goods right on fast and safe, god job is going forward then jet …"
778," My niece's package hasn't arrived until now, even though it was sent from Monday last week from Bandung …"
779, The location is easy to find '  
780," Great service, bro ...  "
781," J&T is cool, my package arrives quickly, the price is affordable, the price is regular express quality, thx J&T …"
