,Unnamed: 0,Ninjavan TH Reviews
726,726, Very good  
727,727, Like a ninja successful Sll  
728,728," Best ,,, hopefully I will be more successful  "
729,729," Very satisfied especially with the courier who is very friendly and gives a tip that he doesn't receive. It's good that there are rarely couriers like this. I am very satisfied. Thank you, ninja expres. …"
730,730," Mantuul is already adding rain, my package is still in the air thank you …"
731,731," Although heavy rain, the courier still sends the package according to estimation. Good job ..... …"
732,732," Thanks, the package arrived well and right on the address …"
733,733, Extraordinary couriers don't ask many questions for the front of the house ... other people mostly ask for home addresses …
734,734," Only about 5 times using Ninja shipping services, but 2 packages have been lost, as a seller I feel very disadvantaged. Calls to customer service, always disconnected in the middle when told to wait either …"
735,735,"Good job ninja xpress ,👍👍👍"
736,736, Hopefully continued success  
737,737,Fantastic time delivery
738,738," really solid, complete, good  "
739,739," Well all served, courier polite on time ...  "
740,740," Delivery of goods on time, packing is good, neat, thank you ninja express …"
741,741," The worst shipping I have ever experienced, send from Jakarta to Bali, no more than 2 weeks, every day call customer service there is no solution. There are many reasons, the address is incomplete, ask for a …"
742,742," fast, right, safe, courier friendly  "
743,743," fast delivery, and the courier is friendly ...  "
744,744," Mantul, delivery cpt until it is closed to the front of the house. …"
745,745," Ninja messenger rendy okeeeehhh using it. Sy taught using the speaker. Maybe it has taught me to be patient, hehhee ... it's always successful for rendering …"
746,746," My experience with Ninja Xpress is very impressive, the package is sent quickly, the condition of the goods is good. Hopefully the service can be maintained even better. Thank you Ninja Xpress …"
747,747," Good, the delivery is fast, the courier is also friendly, even though the tad is lazy, but all landed safely and safely😁 even though the box of papenyok doesn't matter, the important thing is the contents ... …"
748,748, Kuriir is friendly. The process is pretty dech.tq  
749,749," Delivery is boring Tapii thanks, huh. I have received the goods. 😊😊😊 …"
750,750, right level  
751,751, Delivery in accordance with the time and arrive at the address in seven and clearer the courier but to the request the clear address finally arrived at me the order thanks NINJA XPRESS 🙏🙏🙏 …
752,752,good
753,753, Very satisfied and very good courier always until the house although in other courier plosok not rich nyampe middle of the road must be d shuttle …
754,754," Mantapppp ,,,,,,,,  "
755,755, Steady shinobi from the fire country ...🌋  
756,756," The package is standard shipping, but more importantly the courier must be friendly and polite and contact the recipient first and it is in the ninja express good job …"
757,757, Ninja Expres is cool until it's pretty fast  
758,758, Mantaaap  
759,759, Fun ... always successful Ninja Xpress  
760,760, Hurry up and ok  
761,761," Jim-dandy Service, the product being sent through safely. No damage whatsoever. …"
762,762," Hopefully it will be better in the future, and become the number one shipping service in Indonesia, only please send it faster …"
763,763,Everything its oke
764,764," Friendly courier, fast delivery to destination, increase customer service, thank you …"
765,765, Ninjaxpress is ok  
766,766," The courier is friendly, both the DECH ninja xpress top  "
767,767," The service is very good, fast & the courier is friendly too. …"
768,768, Trustful & fast in the sender process  
769,769," Safe goods. Right on time, it's fairly fast. Friendly couriers are fully responsible for the safety of customer goods. Especially when the house is not confirmed, it is via the phone that is printed on the package 😍 …"
770,770, If you shop in Tokyo * the original postal code is different from the one on Google map 
771,771," Good soul, hopefully more success  "
772,772, The messenger is also friendly  
773,773," As the name implies, it is very flashy ... keep on increasing the achievement of the breed and keep the messenger so that the ninja becomes number 1 …"
774,774, Fast pokokny  
775,775," Even though the delivery is a bit long but it's ok ... Because the courier is friendly and always delivers to the destination ... thank you, the ninja is very happy, always the best ... the 5 stars are the main ... …"
776,776," Very good, thanks  "
777,777, Satisfying and timely service ninja👍  
778,778, the item was received safely ... the item didn't disappoint and the seller was good ... thanks ninjaxpress …
779,779, Ok really  
780,780, Super fast  
781,781, The delivery is fast and the courier is friendly.  
782,782," Thank God the delivery is good, the goods arrive safely.  "
783,783, Makadih Xpress ninja ... just as the Xpress ninja is getting more successful ... Amenb …
784,0,"PENGIRIMAN TERBURUK, PAKET DIBAWA KABUR KURIR, STATUS SAMPAI TAPI BARANGNYA BELUM SAYA TERIMA SAMPAI SEKARANG, AKAN DISELIDIKI TAPI BELUM ADA KEJELASAN."
785,1,"Saya berkomentar disini karena smua kurir dan atasan kurir dan pusat tidak merespon paket retur saya yg hilang seharga 500rb,sudah hari ke 8...jika ditelpon smuanya oper2an gak ada 1pun yg berani berbicara..kenapa??? Apakah kalian yg …"
786,2, CS call center on behalf of Novi and Agung is not good at handling complaints.. officers who have no manners... …
787,3," It's outrageous that the ninja company's courier salary has not been paid until today with the reason being returned!! It doesn't make sense that the salary is returned from the months before it comes in, it's just …"
788,4," Good morning, I apologize in advance that I have something to say about the delivery estimate and the etiquette of my employees "
789,5," Pls really this is for sellers of online shopee application sellers, lazada, etc. don't use ninja xpress courier! the goods did not arrive, even though it was urgent. most unclean expedition ever. …"
790,6," Very disappointed and untrustworthy, I have used the ninja express expedition twice, my goods were exchanged for other people's goods. …"
791,7," Courier delivers goods at 10 pm, just ask and deliver, maybe I'll even tell you to wait...... the package got lost in the past, how about using a ninja, it's not good …"
792,8," Mr ninja, I sent the package, it's been 3 weeks, the package hasn't arrived yet. This is Anter, the package goes up in a snail or what …"
793,9, Ninja experes courier payday has not come down from the 8th of this month. Makes us all Balngsakk !! Even though we really need it but there is no clarity!! …
794,10," the service is not good, the courier does not want to call the recipient, so the status is written failed to send even though the recipient is at home. …"
795,11," I as a Lazada seller have lost a lot in ninja delivery services, not trustworthy, long hands, my packages always return, the reason is not clear, 2 weeks the goods did not finally return, until here the goods were …"
796,12, Excellent  
797,13," Sorry, I want to complain about this, the item is broken, I have complained to the seller, he said from the delivery party, please ask for responsibility …"
798,14, cc review of Ninja Xpress STR Pegangsaan Dua 
799,15," I, as a seller who has a new online shop, have only used this expedition once, but I am really very disappointed. The courier and CS did not provide good service. My package was not delivered to the destination …"
800,16," Why hasn't my package arrived yet? It's been two weeks, bro. What's the courier doing?!, it took so long to arrive. Ask the courier for help, I want to use the goods from Kamarin-yesterday …"
801,17, OK  
802,18," The package has not arrived in 11 days! The status failed to send continuously! Even though the courier has WhatsApp, they want to be delivered tomorrow but until now it's a shame! …"
803,19, The courier was not polite in the delivery of Indramayu krangkeng …
804,20, SORRY.... SERVICE VERY JELEEEEEK  Delivery of goods to the destination …
805,21," Slow and untrustworthy 👎👎👎 Please monitor express delivery couriers for ninja, in the past, we used to use lazada using jn*, how come we always return using ninja, our goods are only dented, please help, we as …"
806,22,Kacaw wes ...angel
807,23, JANCOOOK EXPEDITION ....... NINJA NAMES BECOME BAD BECAUSE YOU USE . …
808,24," YOU Oath AT WORK IS VERY SLOW, MY PACKAGE HAS NOT BEEN ANTERED FOR A WEEK WHICH IS RIGHT ANTER. NEVER PAKE OTHER EXPEDITIONS LIKE THIS. DO YOU ALL INTENTION TO WORK? …"
809,25," Until I waited and I got to work again, no news  "
810,26," Delivery from Bekasi to Cikarang, maybe 5 days,,,, if there was another courier in the online store, I would choose another courier, the slowness stings to death,,,, I give up choosing this courier,,,, …"
811,27," The most chaotic expedition ever, incompetent management... I thought the only problem was Jayapura, eh, it turns out that almost everything in other cities is the same. Likes to hold goods in the warehouse. Basic …"
812,28,Nice
813,29, Again and again my package of 5 pics was replaced with an empty cardboard That's right👎👎😡😡 no follow-up by ninja...the workers are all liars …
814,30," Bad expedition, the estimate is too late  "
815,31," The name does have an express but.....the delivery took a long time, the order on the 12th only arrived on the 17th even though it was only from West Jakarta to Tangsel that it was like sending goods outside Java. …"
816,32, PLEASE CONTINUE!  
817,33," Last month on October 18, I was scammed by a ninja xpres gift asking for a ransom of 100 thousand for dp, it turned out that the ring was fake, not a wedding ring. If it's a halal gift, don't ask for compensation. …"
818,34," Slow from jakarta to jakarta 3 days gas up even though important items want to go to work, other expeditions didn't arrive 1 day already received, ordered 2 items from north jakarta using sicepat and from south …"
819,35, Is there a warehouse job vacancy?  
820,36, NAJIS KNOWLEDGE  
821,37," My package hasn't arrived yet. The status update is being sent to the recipient's address from a day ago. Very slow, unprofessional work. Please pay attention to the management people and improve their services. …"
822,38," My item worth several million lost and replaced only 70,000. It took CS a week to figure out what to do. Back and forth asking for updates is always told to wait. It seems that they still have a lot of manual work …"
823,39," Expeditions & couriers are not trustworthy. There's a naughty courier. My package from tempo scan dkrm to a different address. After all, there is no confirmation before delivery. The one who received is not …"
824,40," Why is it that every time I receive a package from a ninja, it's definitely never correct, now my package doesn't even arrive even though it's already at the destination address, the courier finally brought my package …"
825,41, MY PACKAGE HAS BEEN STANDED FOR 11 DAYS AT NINJA EXPRESS AND HAVE NOT BEEN DONE!!! BUT THE NOMINAL IS HUGE!! 1.6M ORDER FROM LAZADA!! …
826,42, Menntang2 order cod system rarely arrives with the reason that the buyer's money is not sufficient. ️ …
827,43," Very bad..... just used this expedition for the first time, and gave up!!!! My item hasn't arrived yet, wow, it's been a week …"
828,44,Good delevery service
829,45,It has 2 times i use this service.. so bad response
830,46, Is there a half star?  
831,47," Very bad there is no recommendation solution for those who want to use ninja services, it's better not to, the service is bad …"
832,48," Please, please deliver my package, from the 9th until now it hasn't arrived yet.... it's really bad, please take responsibility …"
833,49," Which central telephone number, this is my package, it didn't arrive from September 21st. Instead, it went back to the seller according to the lazada apk …"
834,50," Tokopedia marketplace orders with ninja express pickups always arrive in 3-4 days, it's been more than a month. Disappointing. Please management, don't make excuses for overload, just close or cancel the order if it's …"
835,51, THE SLOWEST DELIVERY SERVICE IN INDONESIA.  JAKARTA TUESDAY TO FRIDAY BLM ARRIVES IN MALANG CITY. …
836,52," The problem of long delivery is normal, but I was disappointed with one of the ninjaID couriers who seemed to ""cheat me, Deliver the package at night"" and I paid with 50 thousand and the courier said there was no …"
837,53, The delivery is long  
838,54, Try recruiting LG drivers who have a lot of bosses  
839,55," It's too bad that the delivery took a week and it failed to deliver, you guys did a good job …"
840,56," Kapokkk maakkk.. Better to use something else. Severely slow, plus too much parking. …"
841,57," Use another courier from the same area and destination 3 days to arrive. This is it 😂 , it's true that the delivery is not optimal. …"
842,58," Ordered the package on the 09th. Just picked up on the 13th. Sent on the 16th, even worse, neither me nor my family felt that they had received the package. CRITICAL. Please pay more attention to this. SUKARAJA …"
843,59," TO THE DEAR NINJA XPRESS COMPANY.... yesterday night and this afternoon I got a WA claiming to be a courier from NINJA XPRESS so that I prepare 13,000 money,,, and I never feel like ordering goods so that WA has …"
844,60," Mostly transits.. even though the distance is close, why do you have to transit again from Jakarta to Jakarta,, what if you leave Jakarta.. I can't imagine it.. every time you buy goods online using ninja services, …"
845,61," Bogor Bekasi delivery took up to 5 days, the package was destroyed, even though there was a graphic description and don't slam it, first and last experience using ninja express …"
846,62," The delivery took a long time, there was no one to contact CS Don't recommend …"
847,63, Disappointed with ninja  
848,64," I've shopped at Lazada twice, the delivery is using ninja express, it's slow. It used to be more than a week, didn't send it now, I ordered it Wednesday until now, it hasn't been sent yet, oh my god, I don't want to …"
849,65, It's so bad... It's been a long time.. the status is still on the way.. hadeeuh.. the employees who gave 5 stars for sure. …
850,66," Please, ninja express, where is my package, I ordered it at Lazada which should have arrived, I waited until 10 pm but my package has not arrived, around 11 pm the WhatsApp courier said it would be sent today, I …"
851,67, I want to ask admin.... at ninja express when will there be job openings 🙏🏿 …
852,68, HOAX this ninja.. just an ad.. my work is slow like a snail.. …
853,69, pickup request arrived at follow up 2 times still long  
854,70," Sis, the item that is in the name of Rita Nengsi, Temiang Village, please don't sell it to someone else, sis, please send the item to me this afternoon, sis, around 3 or 4 o'clock …"
855,71, Where did his house come from !!!  
856,72, My item is broken and no one is responsible for my order via lazada I've chatted the seller it's the responsibility of my ninja chat ninja is the responsibility of the seller... …
857,73," Good service. The courier will confirm and ask for an address in the form of a map location. However, for the information system I provide suggestions for improvement. Because when connected with Olshop, there is a …"
858,74, Aduuuuhhh..sorry for using this delivery service...the package hasn't arrived yet..also …
859,75," The package delivery has failed twice. Because. Send it last night. It should have failed once because of lateness, the next day will be a priority. …"
860,76," Come on, let's go, the food has been cooked for 5 days and it's still popping up in Jakarta. In fact, it's a total failure. I've been scolded by my friends again, usually I use another delivery service for 2-3 days, …"
861,77," Don't want to use this delivery service, I open a business every time I order using a ninja delivery service, definitely if you return it from the buyer, it won't return to the seller, some of it is lost or the …"
862,78,Nice place 4 work👍👍👍👍
863,79, Never fast delivery is always slow even late  
864,80," Those who want to try using this, don't just use another expedition, this expedition is very flawed, the pickup of goods 1 week from the request is already so the package goes round and round, it's better to use …"
865,81," Hi, sorry, do you have my package? because I pressed it with my sister, the order has been received using Shopee, the name is Elsoraya, thank you, sis, please send it home if you have it, pleaseee, sis …"
866,82, Worst expedition. Please just close it.  
867,83, Moon is repaired again  
868,84," Why does Lazada have to use ninja shipping.. I've changed the package several times.. it's better if the kamren is replaced, it's still worth using, even though it's far below the price of the pants I sent... these …"
869,85," Ninja couriers, most of the time, if cod is not trustworthy, the thief shows the west jakarta area to the bonjeruk Call the courier immediately, returned goods are not returned, want a thief …"
870,86, Worst Expedia Ever. I'm not going to use it again. Very disappointed …
871,87, Slow delivery  
872,88, I tried to call CS and have been waiting for a long time but no one picks up. Very bad delivery service always wrong when doing pickup. For 6 months running is always wrong. I was reprimanded from the start in a …
873,89," Okay, this is the worst expedition. My regular package can be more than estimated "
874,90, Slow in delivery.  
875,91," It's been a long time playing package status from 5 am not yet until this afternoon.. At 11 in the afternoon, it's not a problem. In the afternoon, it's not yet in high school.. …"
876,92," Super duper took a long time to use, delivery is great again... It doesn't match the name ninjja xpress …"
877,93, sent the goods until now it hasn't arrived already 1 month …
878,94, I'm a little disappointed that the delivery is really slow :
879,95," Today I received a package of clothes, and it turned out to be hurtful, I felt cheated by the seller, it wasn't what I wanted, didn't order online anymore...😔😔😔 …"
880,96," Every ninja who brings my package takes too long If I know the ninja who brought my package, I'd rather not shop online …"
881,97, Expedition that takes a long time in terms of delivery. Hopefully there will be a change. …
882,98," This is Ninja Express's head office, yes...You can't send/drop items here... …"
883,99," HOPE LAZADA CONSIDERING COOPERATION WITH NINJA VAN ID,,, VERY LEMOOOOTTTT …"
884,100," NVIDNINJA001291795 where is this package number, how come it hasn't arrived in 2 days …"
885,101," Pakettt is stuck in Jakarta, it's been more than a week that my packages have not been sent to their destination, what is this! ?? WHERE'S THE COURTER !? …"
886,102, After reading people's comments ² I hope that my package is safe until its destination …
887,103," My package is lost, recommended  "
888,104," Very disappointing, my package, which was supposed to be sent to Kediri, was instead taken to North Maluku, so the goods didn't arrive ,, …"
889,105, worst shipping service  
890,106," super slow shipping, out of town feels like out of the country. …"
891,107, It was great that the ninja express pickup courier with wa number 081297280456 nagged and nagged at me just because of the difficulty of picking up goods at my house which is in a narrow alley. Really great attitude …
892,108, satisfied using this  
893,109," the name is only Ninja Xpres, the delivery is really slow, what does the courier do to walk? …"
894,110," The first time I used a ninja, I was really disappointed, I wouldn't use another delivery service for the longest one week in Jakarta …"
895,111," Very, very, very ugly, the promise between food packages is 4-7 days, but until almost 2 weeks the package hasn't arrived at all, the food is all expired …"
896,112, The worst expedition in 5 days didn & amp; # 39; t arrive .. even though it was only a fellow Bekasi .. 5 days from Bekasi to Bekasi it didn't arrive until it was walking or crawling ?? CS is also disrespectful .. …
897,113," It's been almost 2 weeks, you know 😂 my package still hasn't arrived, I've used this courier a few times, but it's still slow Already just change the name of the snail xpres😂 …"
898,114," sent using ninja ... it's been 10 days lom came too, pdhl see status again on the way …"
899,115," What is this courier service, my package is still in the city of the reseller, it's been 1 week ... it's better to just disband. Change the name to a leech …"
900,116, LELET ALWAYS RESCHEDULE !!! COURIER ALWAYS REASONS NIGHT FOR THE DELIVERY !!! …
901,117, The real badly slow ninja has been nearly 2 weeks until my stuff is here …
902,118," ""For a faster response, please chat..."" BACOD! Chat for more than 3 hours, no response. Email more than 1 hour no response. …"
903,119," This is how my message has been in the week, not until it has arrived, I'm rushing out, admin …"
904,120, Lamaaaaaaaaw  
905,121," The longest shipping expedition to arrive is Ninja, the name is Ninja, but the delivery process is like a snail. …"
906,122," the name of the express ninja should be changed to the snail ninja, the delivery took too long to be unclear "
907,123," I'm embarrassed by the name of the slogan he says ninja but is rich in snails ... On foot, the courier is carrying the delivery sack, how do you want it hurry …"
908,124," I don't know, I don't understand the same, the sending service, email has got a definite answer …"
909,125," courier is not polite, sending packages in the middle of the night while shouting screams, it's bad the new experience is like this from the many deliveries …"
910,126," It's bad the expedition is the slowest and it's not clear, the usual ninja exprees, the package is only 2/3 days, but if you use Ninja Express, it can take up to a week, don't use ninja expret, your old friend …"
911,127, WOULD THE EXPEDITION GA PROFESSIONAL !!!!  
912,128," The package I sent from Jakarta to East Java went to Banda Aceh, almost a week it was silent, it was not sent to the right address, even though every day it was CS but there was no certainty. …"
913,129," Wow, it's bad, the package took a really long time to stop moving, where do you want to use it for work again ... sad: "
914,130," Actually, I want to give a 5 star because it's normal, the package is fast, the sample is only there are only the Q packages that have arrived today, it's been 2 weeks, it hasn't arrived yet. …"
915,131," I as a seller in e-commerce is very disadvantaged by this courier, request pickup is always delayed 2 days just picked up, while the drop point is far away, it's useless to have this courier service because as a …"
916,132, OK  
917,133, Cool on time according to the order schedule  
918,134, Not worth it very long delivery not like JNE J&T TIKI LEX SICEPAT …
919,135," The goods have not arrived, please provide the info for Ninja Express Balikpapan, why did the package take so long to arrive, even though it was already in Balikpapan, after that the parcel was sent, I checked again …"
920,136, This is where I live  
921,137, delivery takes very long beyond estimation  
922,138," I've been waiting for 5 days when I asked you to come tomorrow ehh it didn't even come, please fix it again …"
923,139," Very disappointed, because I didn & amp; # 39; t order the item ,, it has been 2 times how to return the item again ,,, while there is no notification from Lazada ,,, …"
924,140," G really good, I got a report from my sister and brother, the courier was not polite, harsh words were spoken on the phone asking for cooperation, I personally have no problem, but it's better to speak politely He …"
925,141, The Old Package Did Not Arrive ...  
926,142, How about the q package please  
927,143," The first time I bought at Lazada and got this delivery service, the scheduled date of receipt was 25-26 then yesterday there was a notification that the first delivery attempt failed, I'm waiting for today until I …"
928,144," The shipment had not been sent for 8 days, suddenly it was canceled unilaterally by NInja. …"
929,145," Buy couple dish clothes * to wear photos for children's birthday events, from the 21st afternoon, they have been processed, send to the current date, the status is still being delivered to your address. Which address …"
930,146, The first time I send the cod packet ... the goods have been received by the customer and the money has been paid for the package ... but the ninja application is returned to the sender ... the money is in the hand of …
931,147," Dizziness, so I don't wait for goods from Lazada ...  "
932,148," It's crazy if it's like this for a long time, online shopping enthusiasts can decrease, plus Shopee can't choose jsa expeditions, eh the ones who get the ninja give up will wait, the delivery period can be more than a …"
933,149, The old process ... Bhkan pket is left in the warehouse all day😓😓 …
934,150, This is also the same company engaged in shipping services …
935,151, The slow ninja only uses express.  
936,152," The first good impression, buy a package on the 15th to the 18th. Not bad, the price is also cheap. The Exo lightstick that I bought arrived safely. "
937,153," in shoope, the delivery service can't choose now, then right when I ordered yesterday I got the ninja xpress, how swear it is😭 and many people who keep sending it take a long time, it's not safe ... …"
938,154," Sis, just fellow Jakarta, until now, haven't arrived. Bs tlng checked. The period of losing with another expedition of 1 day arrived between Jakarta. Disappointed. Kapok next time it's better to use another …"
939,155," Hopefully it will be better from other shipping services .... I've received the package, thank you …"
940,156," Crazy, the package in a week hasn't arrived ""after a week ago, the receipt has been updated by the seller. Meanwhile, other shipments have been delivered in 2 days maximal from the same city, do you know what's in it …"
941,157,Good
942,158," Longest expedition in the process of delivery. From one hub to another, it only takes one day, even though it is in one city. Not to mention that the sorting process in the warehouse takes a very long time, almost a …"
943,159," How can my package just haven't arrived ?????? Just stuck there again, even though the estimate was received on the 8th already on the 9th and still hasn't moved. Arriving from Bogor to South Jakarta, it was 4hrs. …"
944,160," It took a long time to send, the process took too long in the warehouse and the same as the transit, other packages with regular delivery have arrived at this point. …"
945,161, Does anyone have courier phone number in the name of Denis Subrata? My package still hasn't arrived …
946,162," Why do I stay sorted for packages, this expedition is so bad …"
947,163," Yailaaahh pantesan ... You know, read the review first and then use the service ... I think it's fast and safe as the others. It turned out to be more amsyong, late beyond the estimated time …"
948,164," This was the first time using this expedition and was immediately disappointed by the courier. You can train again for the courier. Who is polite when it comes to customers, don't STILL. Thank you😊😊 …"
949,165, Great The expedition is recommended anyway …
950,166, The delivery is really slow !! Please improve the service again. It's a little bit faster if you can. …
951,167," Very slow, I should have arrived at my house in Samarinda but so far not yet, usually only 3 days until my package has wanted 1 week, just netting in Jakarta …"
952,168," My package from Thursday is going to be sent to the destination but now it's Monday hasn't arrived yet ... WA's courier turn is already 21:47, tomorrow is the same WA courier again at …"
953,169,Ok nice
954,170," Bro, my package, where is my package? It's really late, I got the email it was supposed to arrive yesterday, instead it failed to send from the Xpress trade, hadehhh, gimna si …"
955,171," It's really bad that we as sellers want to send it to the express ninja like it doesn't have the price, the one who wants to send it has to go to the front of the milkman because the courier is not in place always …"
956,172, The delivery process of Surabaya-Semarang is long .. Another expedition will take at least 2 days until now I want 5 days or not …
957,173," Ninja Express took a long time to ship from March 28 until now. It's really bad, now order the old stuff until it arrives. 😡😡😡😡 …"
958,174, It's been 3 days the package has been in cakung but there is no latest update …
959,175," The pickup request was not taken, he said the wrong address, just confirm it & amp; # 39; s not there …"
960,176, The courier is songong and naive ... can you teach me manners or not ... !! ?? Just fire the courier like this ... …
961,177," Please send this important package since 4 days ago, but what, it didn't arrive. Today is March 23rd, suddenly my package was canceled without any clarity. My follow-up also had no satisfactory answer. Please …"
962,178," Ninja expedition services are less professional in my area, juwana pati Central Java. take the package, not count it first, immediately take it away. If it's like this, it's confused too. Send 50 seeds counting 48 …"
963,179, How long does the delivery take  
964,180," THE NAME IS XPRES, BUT WHAT WOI, 4 DAY GUA PACKAGE GK NYAMPE2 PADAHAL MESAN IN SURABAYA TO MALANG DOANG, 4 DAYS STILL IN THE PASERUAN WHEN I DO NOT WANT TO USE, MAKE EMOTIONAL PEOPLE AND BACKGROUND. SIPUT, INTENTION …"
965,181," LONG Pickup, LONG DELIVERY .... Astagfirullah, lots of patience, only x for the first time using a ninja, that's because the sh * p ** system doesn't have an expedition option. Trnyta was sent …"
966,182," Where's my package from Lazada stray, woyy ?? the notification should have been that the package had already been sent home from kmren ... but until today my package still hasn't been reported ... it's soooooo new …"
967,183," It's really ugly the notification was sent at 6 until now, the item hasn't arrived yet at 5 in the evening. …"
968,184," online purchase has not been picked up at this time. after purchase from yesterday morning. the shop has submitted a picku from yesterday afternoon. Until now, there hasn't been any update yet. Why don't you pick it …"
969,185, Fast delivery  
970,186, Returned goods never return to the seller. Please pay attention to the ninja couriers who are not honest .. where have we ever signed like that. And this is just one example of a lot of lost items being sent back to …
971,187, Old package delivery  
972,188," Far from being estimated, delivery is super duper slow  "
973,189," The delivery response is slow, it's better to use the Fast …"
974,190, Excellent  
975,191," The service was very bad, I used the ninja service, my package, the status information failed, notifying from lazada, there was a Japri, I said it wasn't enough time and it would be resend, but it didn't work until I …"
976,192," If there is a 0 rating, I will give a 0 rating for my package, it has been 7 days, not until there is no clarity whatsoever, terrible …"
977,193," It was bad this expedition, at first the order in Lazada was finished, the contents were exchanged, finally the ninja replaced it with money …"
978,194," I just tried using Ninja Express once, the package has not been received in 3 days, has been successfully picked up, pdlhl is in the city of Jakarta, the name is good express but not express service. …"
979,195," Very bad, old service ... not like an expedition outside the city one day until, this is only in the city, it's really long, 👎 …"
980,196," After a week of sending the goods through this service .. When I tracked it, it said the package was MISSING. How come ??? …"
981,197,"Bad service, lack of informations and solutions and late delivery."
982,198," NINJA EXPRESS service is good and PORIS AL SHOP INDONESIA continues to use NINJA EXPRESS, ok? …"
983,199, Long time each send  
984,200, The longest original shipping expedition. Disappointed badly .. …
985,201, WASTE DELIVERY SERVICES !! THE RETURN PACKAGE FROM LAZADA SOBEK AND RESTRAYED SAYS THERE IS LOST AND NO LIABILITY TO MAIN TO BE SEND ONLY. …
986,202,To late from delivery order thank you
987,203," Very bad service, as a businessman I am constrained by Ninja Express …"
988,204," The period of 2 days has just been picked up, which should have been 3 days until the 3rd day is just running, the 4th day is unclear, besides that my mother has bought free stuff, the time has been asked for 11 …"
989,205," It opens at 8 o'clock, he said, waiting for it until now midday, the package still hasn't been sent, where do the customers keep asking again when the goods arrived, what about ninja express, know how to use the fast …"
990,206,"Poor courier service,  poor tracking system, NOT RECOMMENDED"
991,207, How about 15 days the package has not been reached. My intention is to send my package …
992,208," Never mind COD, Transfer only can return, you still have to pay again …"
993,209," from yesterday the status of the package was delivered to the recipient's address until today the status was just that, there was no confirmation whatsoever from the courier who was also on when it was delivered, gtw …"
994,210," already 1 week hasn't arrived, at the payment of ninja experss for 2-3hrs it arrives eh, how come it's not expensive ""Paying to Alfamart eh disappointed sour"" taik 50k cat flew nowhere. …"
995,211," Please for the courier, if you send the confirmation package first with the recipient there is the recipient's number written on it, don't play as long as you just give it …"
996,212, My package has not arrived because I bought at Tokopedia the regular Xpress ninja courier jacket hasn't arrived yet please please because I already paid via Alfamart yesterday …
997,213," It's fast, ninja express from Central Java to Lampung for 3 days …"
998,214, KURA KURA expedition. It's better to trade fried food …
999,215,ninj good
1000,216," Very bad ninja service, Please choose ""if you are looking for a courteous courier, We know we are tired and tired but help us customers, the package was taken …"
1001,217," it doesn't match the advertisement, it's been 5 days until now the goods haven't arrived …"
1002,218, Worse ... the package from 23 Jan 2021 to now 1 feb 2021 didn't arrive ... bad ... bad ... really bad …
1003,219,Mistic coffee
1004,220," You only have the longest expedition service. It is very, very highly not recommended using the Ninja Express. Thousands of packages? Do you have a dream? Just one package arrived a century. Wow, I'm sorry before, but …"
1005,221," Disappointed, the pickup usually takes a day, it's not been picked up in 5 days & until now it's still waiting. Instead of going forward, it's going backwards …"
1006,222," Please CS, please give me the correct information ... as long as you know if we ask, it means serious, don't just answer it. Losing time ... better if only money can be found. time can't go back again …"
1007,223, Excellent  
1008,224, If you may know where SH CAKUNG  
1009,225," Ninja exprss is very bad, my package didn't arrive from the 7th to the 12th, and the package I asked was lost …"
1010,226,Thank ninja you always care for my item on shoop
1011,227,Always delayed pick up
1012,228, Several times using ninja. It takes a long time to deliver 😂 from Bandung to Jakarta it can take 3 days. …
1013,229, Deliver goods from January 2 from Tangerang 6 days later still in ninja express warehouse I don't know what for. Asking CS only says in the warehouse but can't confirm to the warehouse or give a delivery estimate. Fix …
1014,230," These are clearly all fake ratings! I ordered a package using ninja. From Tangerang to Jakarta, the estimate should be 1-2 days. …"
1015,231," May I ask for clarity. My package status has been received even though I haven't got my package yet. I asked the security, there wasn't even the next security. Is the item taken by the courier or what? If the goods …"
1016,232," What this expedition features, the call center is slow, it's not clear ... The delivery from 30/12/20 until now on 05/01/21 hasn't arrived, even though Jakarta - Depok, what if it's outside Jabodetabrk, it could be 3 …"
1017,233," It is inversely proportional to the name 😁, it's better to just change the title …"
1018,234, The expedition service is worst and super severe! Sorry to say …
1019,235," I think A * terAja is already the worst in terms of delivery, it turns out that there are competitors, it's been 3 days the package hasn't arrived even though it's only from Cipanas, Cianjur. I don't know if the …"
1020,236," THE RATING IS GOOD ""5 STARS AVERAGE. BUT IT REALLY LOVE THE 1 STAR AND COMPLAINTS BECAUSE THE DELIVERY IS VERY"" LONG. HAHAHA FROM HERE ALREADY CRUSHED EMANG PAKE THE SERVICE AT NINJA XPRESS IS UNBELIEVABLE. …"
1021,237," This is the longest expeditionary service .. Pdhal send together one at J & T .. If it's a problem to bring lots of goods, all couriers also bring lots of stuff .. Anyway, give J&T …"
1022,238," It's a shame to use express ninja not according to its name, if it's only 3-4 days, using ninja for 10 days hasn't arrived yet, all the ratings are bad, ninja's not good, I'm sorry. …"
1023,239," Worse, how come the package didn't arrive and didn't move, using other services all arrived, using severe express ninja services. Just change the name slow ninja. …"
1024,240," Bad service, estimated max 4 days of delivery, actually 9 days there is no clarity …"
1025,241," Really bad .. What is the problem ... the delivery period is only from Cirebon to Bekasi, it has been 4 days until it arrived "",, …"
