,Ninjavan TH Reviews
579," Initially I was hesitant to use this shipping service because there were so many negative complaints from customers. Because I want to send packages of glassware outside of Java, where other expeditions have always …"
580, ninja bye I will not be using again in his very lama.pesan onlineku.pickup store pick up at 9 am his messenger 18. The new date to come pick up the 19th at 5 sore.uda so no memorandum or receipt receipt .. …
581," First time using this expedition and the results were very unsatisfactory. Delivery takes almost 5 days and the package arrives damaged. Want to ask for accountability, but the admin is very slow response. Gosh. …"
582," This is an expedition or public transportation, package / transit when it arrives to the customer. Order goods on Lazada to get this expedition really damn. …"
583, for those who read it is not recommended for those who live outside of Java and remote areas. cma for big cities. …
584," The package was sent from Jakarta to Bogor, suddenly in Lampung. Strongly not recommended ... …"
585," Long time, 2 days, just waiting for pick up? He said ninja …"
586,Really good delivery service
587," He said the goods arrived, complained that he was investigating again, yet there was an investigation result that he even said that it was delivered ... what's the difficulty of asking the cream driver? …"
588," Bye ninja 😌 Don't get rid of the list of expeditions in my online shop, …"
589, Special Papua Papua Bintuni area Slow delivery …
590," Comfortable, friendly staff  "
591," The most chaotic companies open the area without any prior survey, promising all areas can be reached with COD but the facts on the ground turned out to be unreachable and easily cs they say that the area is …"
592, Disappointed shipping Jakarta to Sumatra 1 weekly Even though Indonesia is not from abroad ... Ninja is not recommended …
593," I sent the goods already taken by the courier but the status has not been picked up, I called the courier who picked up the number also cannot be deactivated wa jg disappeared .. 😭😭 ninja also cannot help because of …"
594, Prlyanan good  
595," Honestly, I am disappointed with the ninja express, the service is super slow ... Blm again info no receipt is tracked unclear .. I ordered goods from bandung why it arrived ""in North Maluku .. While I am from …"
596," Wow, to be honest with you, I sent the goods already taken by the courier, but the status has not been picked up, when I pick up, I ask for a receipt or a receipt, such as the answer is not there. Then what about my …"
597, Cheap and fast until ....  
598," Thank you Ninja, especially for the courier who delivered my package. Delivery to the area of ​​the package arrived safely, the package arrived …"
599," Ninja express courier is not polite motor directly into the garage of the house, without rights and without permission taking photos of the recipient and ask the status of the relationship with the recipient of the …"
600, Very disappointing  
601, Severe ... Many orders go to cancel because they don't pickup ... …
602, Old stuff until the reasonx doesn't find the address  
603,Bad bad bad ...one star still to much describe the bad service
604," we are very disappointed with the service of the ninja, the package we sent and was canceled was not returned by the ninja. We want to break the cooperative relationship with Ninja Express. do not beg us to use your …"
605," Where is my jancokkk package? From October 7th to October 25th, it hasn't arrived yet. Alesan didn't find the address even though I was given the complete link along …"
606,Never again..
607," The delivery of the old stuff is crazy ... When checking the receipt, there is a statement that the packet failed to send because the recipient is not at home ... …"
608, LAMAAAA !!!!! NOT NINJA BUT HORSE SEVERE PARARHHHHHH THERE'S EVEN !!!!!!!!!!!!!! …
609, Kapok old  
610, Rubbish  
611," Sorry, I have to be 2 star, I am disappointed that the delivery is online using this, it's very disappointed. It is listed in Pelapak 2 days delivery, the transaction is on 14/10/1019. Until now on the 18th status, …"
612," How can I do this, O God? But now it doesn't reach the transit point. 😢 …"
613," There is no certainty of pickup, customer service is also hanging …"
614," This is really bad shipping service, the period is already more than 10 days, the package is not sent, even though the seller is fast, but from this service is really long, for my friends, do not try, just use the …"
615," The shipments took almost a month to arrive, far longer than overseas shipments. The investigation report was made but still there was no clarity. …"
616, Long  
617, Looks ninja office  
618," NEVER TRY THIS EXPEDITION, GK COMPARATELY WITH WHAT LU KORBANIN, MEALING PAY A LITTLE MORE EXPENSIVE PAKE SIC *** T, * & E, * & T MORE WORTH THE MONEY! EVEN THE CHEAP W * H * NA EXPEDITION WAS NEVER NGECEWAIN !!! …"
619," Close this call expedition, disappointing  "
620," Orders far outside the estimated provisions of 2-3 days, it has been 6 days before the items arrive …"
621," I bought a cellphone from August 24, 2019 and at this time there is no clarity as to where the cellphone is ... when I call CS they will always be the same answer; The item is already in our warehouse in Denpasar, it …"
622," Dear ninja xpress. sy, there is an online shop delivery from 2pm on 28th to 29th day, there is no driver that has picked up my package, how about the day again? …"
623," Worst service ever, called many times but up to 2 days no one took the package. It's better to close it if you don't have enough couriers, no need to pick up anything. DISAPPOINTING!!!!! …"
624," I was disturbed every day, contacted all the time to return goods. even though the purchase of zalora items has been returned and everything is finished ... IT'S A BAD AT ALL SYSTEM. …"
625, Want to ask if this ninja express is in the ifolia shophouse HY 47 block? …
626, The most reputable shipping service. .. until the items I ordered already 1 week have also not been received …
627," My package was declared lost, because the courier was not responsible. very disappointed, so far I have never had an incident like this. …"
628," KAPOK GAN MAKE NINJA. DELIVERY OF LELET, PADAHAL TERTERA 2 TO 3 DAYS, THIS IS WAS A WEEK OF MORE WAITING, SAMPE NOW GW WAITED ITEMS, KAPOK VERY NINJA, THEN THIS TIME I WAS EXPEDITED IN YG KAYA KINI, ONLY, WHEN THEY …"
629, delivery is super duper longaaaaaaaa. just choose an express package that doesn't arrive. No longer use this courier service. …
630," The package was guided by me, this is an expedition using a vehicle or walking like a ninja, very long, it's better to change its name to conch xpress if it's not regular snail …"
631, Kapok using ninja is always not on time even though today's information is sent where until late at night it doesn't arrive at the time the information fails to send and will be sent again just like that until the …
632,"It's common sense that the office is closed on night, but they always send the packets at night ! They never tell me first when they will deliver the package, so I cannot afford to standby when they deliver the package. There is once that …"
633," more promotions with different 1,500 silver courier services when trying, shipping more than 1 week even though the estimated 2-4 days, mending use the usual courier services. not recommended for this courier service …"
634," like sending a long time ago, there is not to send to the recipient, want to criticize the sales but no response, documents to the recipient like to be worn and even torn. even though I have cooperated but the service …"
635, It's bad ... the goods are gone for 1 week or not ... don't hold it back for our stuff ... sorry for our customers ... …
636, The location is late alongside the Ciputat highway in Rukoruko next to the gas station near the fedex building at bayoran …
637," it's so bad read the review !!!!!! By the way, I want to register as a partner as a seller, slow response !! I want to swear to the office immediately. sales in this general ora xena warrior …"
638," The most lousy delivery, just close to the teros transit, if you don't intend to open a shipping service, don't just destroy other seler that the consumers already trust !!!! Oddly, this olshof also chose the shipping …"
639, Just send packages to other areas of Jakarta until 5 days. Hadeeeh ... bad …
640, and the customer services didn't bother to answer my call. The most hideous courier service so far.
641," Gajelas this ninjavan estimated package from August 22-24 August 2019 until September 5, 2019 has not arrived, the writing is in the warehouse, sent, in the warehouse, sent just like that until the package expired -_- …"
642," Wooyy ninja, I have 4 days by my package !!!  "
643,"Bad services, pickup time is OFTEN DELAYED. I got complained by my customers. Would not ever recommend."
644,can’t track package on the website. very long delivery time what a mistake in choosing your service
645," The item did not arrive, I accepted  "
646, Very helpful  
647, Where to send the package  
648," The worst shipping service I have ever experienced, my package was passed 3 times between warehouses on the same day, I don't think the soup is clear, the CS is not friendly, it's really bad service …"
649,"Delivery time is bad. CS asked me to wait approximately 3-5 day. I wrote this in day 5. 3 times I send email to CS, they answered almost the same, like a copy paste …"
650, The second one using ninja van was immediately disappointed ... now I haven't arrived a week …
651," very disappointing br x this is my package sent via ninja, now it's been over two weeks my package hasn't arrived, please please check my package ninja, because the packet is still stuck at the central dynamically, …"
652," My package from Jakarta has been sent from August 5, 2019 to the present on August 23, 2019 the package also didn't arrive because the package was strayed to Nusa Tenggara Timur, even though my house was on Jl …"
653,Ok
654, Goods are not picked up. cs called instead mentally  
655, Bad service and CS does not provide any solution.  
656," Very slow ... already disappointed, lambatt really  "
657," On Google it says it is open at 8, security is asked to say it turns out to be at 9, security should know little about product knowledge. …"
658, Xpedition services are not right! Jerk all!  
659," The shipping takes a long time, it takes almost 10 days for each order on Lazada to get a ninja service. …"
660, How long does it take? Ciputat to ciledug near 30 minutes until arrived …
661,They made received status but i didnt get the package. Resolve action takes up to 3 x 24 hours
662," Send goods already 1 week gasampe2, oddly, the writing on Bukalapak courier is experiencing delivery problems and can't be called at all …"
663," Just use 1x, it's a direct problem ... buy the sender send the item from date 1. received date 2. until the date 7 ga until ... so tracked it turns out shut in the warehouse from date 2..ditlp to the customer call …"
664,Lama lama lama always over time!
665," I use the Ninja COD service. Complaints of disbursement of money is quite long, the old package arrived, the package lost 2%, the bill includes the weight that is not appropriate. which should have 1 kg written 2 kg …"
666, interesting promo at that time  
667," Don't give 1 star ... it doesn't have to be a star. Super duper shipping is slow, but Xpress sends it for weeks ... What is the advantage of sending customer goods for long? What do you want to sell again !!! NOT …"
668, The 1 month package is only stored and invited and not sent. This crazy expedition …
669," I hired a member of the organization, and I was sent to Russia by the van's ninja ... I can't. …"
670, Why hasn't my package arrived  
671," Is this really bad service, my package was sent from July 20 to 2019 but until July 27, 2019 hasn't arrived. When I checked the lazada application arrived ""My order has failed to send just without confirmation first, …"
672," My items arrived quickly, thank you  "
673," When another expedition competed to deliver goods quickly ... it turns out that someone DARE to appear DIFFERENT with the SLOW style on an average of 15 new days until it arrived or even lost, The passion for NINJA …"
674," Most poor delivery services, already a week until the goods have not been …"
675, My package from June 21 to Today doesn't arrive ??? Where is my Kah Package ... Ninja express as ABD !!!! …
676," Nyampe old stuff no problem, if there is confirmation, ni on its tracking status do not change, eh turn Pekanbaru branch office at telephone number dah not active, please love clarity, disgusted I dah ni expedition …"
677," Package I Mana, I've many ""shopping in lazada but only this time the package I was slow and super slow arriving even until now has not been up to, usually a maximum of 3 days, but if that is like a snail road package …"
678, Cape is working here.  
679, for shipping outside Jabodetabek ... really bad ... the worst …
680," No commitment, delivery time is not as estimated, late a week …"
681, Ninja point and ninja office  
682, Estimated delivery of 3 days 
683, Slow couriers swear from Bandung to Jakarta just eat for a week JNE just a maximum of 4 days LOL …
684," delivery is good, fast, goods with good conditions. the jkt-sby package according to the total estimate is only 4 days …"
685," Do not want to use this one service and service is messy. It's been a long time, cs are stupid. Once my package arrived until a month later, I called many times, until I was angry, he just sent me. And this lazada …"
686, The items that should have arrived 2 days ago haven't even arrived …
687, I was hit by the message that in South Jakarta it was really very long even though the distance when riding a motorbike was around - + 4 hours but it didn't take days until ... How come in the future the shipping …
688, Long time ago ............ blom until  
689,I dont recommend to use this delivery courier. Very bad service. Slow respond from customer service. And delivery time is very bad. This is the worst delivery courier in Indonesia.
690, H A R A P D I B A C A! [May 2019] Honest! At first I thought it was better than Jnt who likes to move things. Apparently this is 'More Severe'. The item was sent from Bukalapak on 5 / …
691," Just close the Xpres ninja. Very long service. How many times do you spend using ninja services, but it's disappointing. Surgery is the same as jne and j & t …"
692," Item status to accept ??? I have not received this, how come this solution ?? Do not get the ninja logo to stamp the thief. The thief's clothes are covered in ninjas. What resolves the problem is also closed. Can't …"
693," Very bad delivery service! Nearly 10 days the items don't arrive until it's even past the scheduled date. Status is not updated, contacting CS is very difficult to respond! Kapok use ninjas, thumb down! …"
694, It's best to just close the espedisi NINJA EXPRESS. Poor seller who has served the buyer well but the obstacles in shipping because of the express ninja whose service is not professional. …
695," This is the most threatening expedition I've ever met. Delivery has been more than 10 days until. Kasian, the seller who had tried to serve the buyer well, was canceled, because he didn't come to it. …"
696," slow delivery of ninjas, I order goods online via LAZADA and the items are sent via the xpress ninja, the shipping is past the specified time limit, it's better through jne on the ninja, even if it's slow but at the …"
697, Worst experience. Order online at lazada from 29 May 2019 until now it hasn't arrived. Ninja Xpress is less professional. Not all of them. 
698," I picked up an online shop and it should be sent via this Xpress ninja, and it should have arrived until 7 but I was given an email that when the emf was sent and I was confirmed to send the message on 8th But what ?! …"
699," The driver is really bad, my driver has been holding the goods for 2 weeks, the fake promises will continue to be delivered, but the e-mail is notified if the item has been replaced and I received it ... how come …"
700, #obsesinyacumadelivery ..... package from tagal 22 until now it hasn't arrived ... jne and j & t have landed 3 days ago ... # obsessionacumadelivery …
701,"Bad service, Customer support cannot track ours packages, they cannot talk with their operational team, and just ask us to wait without estimation."
702," bad ..., worst service, the item was sent on May 21 until now the 26th of May has not been received. pending status is forwarded to 27. sure ... it's pretty much the ninja. …"
703," the period from 16 until now hasn't arrived. from the date 16 items were held in Jakarta, they were not sent yet. My shipment using JNE and TIKI arrived on May 20th. Please check it. Ninjaexpress's name is better to …"
704, Disappointment for 10 days hasn't arrived yet. The check in is not clear where it is. Keluat just entered logistics but didn't arrive. The office in my city is clearly not disappointed. If you can add 0 stars it is …
705," Very poor shipping service. My package from Jakarta to Riau hasn't arrived until now, I ordered at Bukalapak on May 17, 2019 until now, May 24, 2019 hasn't arrived yet. For friends, never use this shipping service …"
706," The package delivery process is very long and slow. I ordered the package Open Buka on May 17, 2019 using Ninjaexpress services until May 24, 2019, my package hasn't arrived yet. Though package delivery from Jakarta …"
707," Poor service, package from 17th has not been sent, ask lazada package already in ninja from the 18th until the package hasn't arrived yet, how about the service of exores ninja, …"
708," Products returned to the store, but in the cut postage costs Rp117.000, previously confirmed customer agrees to add the cost of its shortcomings, systemnya stiff …"
709," Please order my order to be sent from May 3, when it arrives too, please explain …"
710, Please explain how my package ... Posted on 05/16/19 until now 05/21/19 goods are still in the Jakarta ninja office on the grounds of overload !!! If it's overloaded why do you still receive …
711," Need to be improved I seller of online stores can often get complaints from consumers, perhaps the courier SOP must be repaired. …"
712, Good My packages always arrive fast. But once met a courier who was confused looking for my address. Until I have to follow the courier. There is also my cellphone that is damaged. So it can't be contacted. The …
713,is the Best
714," I want lazada, ... Between NINJA is very DISAPPOINTED, the driver doesn't know the way and the shipping time, ... Like to dispatch unilaterally the delivery, ... it's not good …"
715, Very disappointed in Paketan 2 weeks ago ... Even though I lived in the Department of Foreign Affairs near Pinang Cottage ... …
716, TRASH  
717," ITEMS ARE NOT PICK UP ALREADY 2 DAYS, NO CONFIRMATION AND LEFT AS IF IT'S NOT ON TELEPHONE. JELEK THE SERVICE MENDING CLOSED AJA …"
718, I've been using this messenger for a long time only now am I disappointed my order didn't come …
719," Ninja is very bad, don't ever use Ninja, I am a pelapak in BL seller, where my goods are sent and hit by return of goods not returned worth 1.5 million and reported to the ninja with report 605928 but told to wait and …"
720," IN THE OPEN WEEK MAPS, REAL HIS WEEK CLOSED, COURIER JEMPUT GOODS WAITED FOR HANDLING, NOT CHEAP, BUT CHEAP BUT MENDING SELECT OTHER EXPEDITIONS, EXPENSIVE LITTLE SATISFACTION SERVICE …"
721," I had requested a pickup via Tokopedia from 9 am, but until tomorrow night I was waiting for no courier to come to pick up the goods. I as a consumer are very disappointed with the service of Ninja Xpress. …"
722, the communication agent is good and the response is fast too …
723, Fast delivery. As fast as a ninja ...  
724," Thank you, my order ninja van arrived  "
725, NinjaExspres is very thankful ... NinjaExpres Tehbest ... 👍👍👍👍 …
726, Very good  
